cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
002567105,ABAX,NA,22.83,477.08,82.359,NULL,K,1,4/30/2007,1,0.2628121
00724F101,ADBE,NA,41.56,24437.54,5186.442,NULL,K,1,4/30/2007,0.95,6.0157
007974108,ADVS,NA,33.56,921.5911,209.853,NULL,K,1,4/30/2007,1,7.419547
05348P401,AVNR,NA,3.57,141.37,-3.148,NULL,L,1,4/30/2007,1,-3.081233
057465106,BKRS,NA,9.15,59.4109,39.699,NULL,K,1,4/30/2007,1,-6.557377
05969A105,TBBK,NA,24.13,332.3424,148.907,NULL,K,1,4/30/2007,1,-11.06506
060505104,BAC,NA,50.9,225948.7,132421,NULL,L,1,4/30/2007,1,0.7247502
228227104,CCI,NA,34.34,9710.6309,751.102,NULL,L,1,4/30/2007,1,7.221899
229669106,CUB,NA,20.13,537.8735,335.682,NULL,L,1,4/30/2007,1,24.83855
28176E108,EW,NA,49,2836.267,749.4,NULL,L,1,4/30/2007,1,2.44898
285218103,ELRC,NA,12.98,336.5973,257.032,NULL,K,1,4/30/2007,1,11.01695
374689107,ROCK,NA,22.3,665.4319,622.178,NULL,K,1,4/30/2007,1,-3.408072
384802104,GWW,NA,82.62,6903.73,2183.85,NULL,L,1,4/30/2007,1,7.018328
391164100,GXP,NA,32.64,2804.6245,1993.221,NULL,LU,1,4/30/2007,1,-3.364655
393657101,GBX,NA,22.94,366.7188,262.319,NULL,L,1,4/30/2007,1,37.44551
44925C103,ICFI,NA,21.43,297.4912,115.271,NULL,IPO,1,4/30/2007,1,-14.04573
449489103,IDSY,NA,12.5,141.74,81.284,NULL,K,1,4/30/2007,1,8.32
450828108,IBKC,NA,52.49,676.08,319.551,NULL,K,1,4/30/2007,1,-2.59097
037411105,APA,NA,72.5,23994.49,16710.04,NULL,L,1,4/30/2007,1,11.37931
