cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn,
019330109,AMOT,NA,4.8,37.95,25.422,0.204334919,K,1,10/31/2010,1,11.45833,
02043Q107,ALNY,NA,13.14,553.151045,165.672,-0.217519593,K,1,10/31/2010,1,-30.3653,
02503Y103,ACAS,NA,6.98,2378.260179,3113,0.224090492,K,1,10/31/2010,1,2.86533,
073685109,BECN,NA,14.76,673.71034,486.855,0.169068313,K,1,10/31/2010,1,16.46342,
084680107,BHLB,NA,19.34,271.44,384.627,-0.044829793,K,1,10/31/2010,1,4.616118,
086516101,BBY,NA,42.98,17099.21,6152,0.539983375,L,1,10/31/2010,1,-0.6049325,
210313102,CTCT,NA,23,666.55,112.902,0.087149462,K,1,10/31/2010,1,11.26087,
212015101,CLR,NA,47.53,8078.2,1775.597,0.366437702,L,1,10/31/2010,0.25,12.45529,
29444U502,EQIX,NA,84.24,3874.57,1839.032,0.170412406,K,1,10/31/2010,1,-7.882241,
374689107,ROCK,NA,9.13,276.59,560.661,0.023265777,K,1,10/31/2010,1,11.61008,
38388F108,GRA,NA,32.06,2333.331353,-187.025,NULL,L,1,10/31/2010,1,4.398004,
384802104,GWW,NA,124.03,8565.7,2178.541,0.463514274,L,1,10/31/2010,1,1.15615,
391164100,GXP,NA,19.03,2581.41,3383.5,0.185198586,LU,1,10/31/2010,1,-0.9360409,
393657101,GBX,NA,18.2,398.08,357.74,0.06640078,L,1,10/31/2010,1,3.076923,
458118106,IDTI,NA,5.9,935.570965,594.529,0.119522115,K,1,10/31/2010,1,8.983051,
45822P105,TEG,NA,53.19,4108.040663,3679.5,0.148117271,LU,1,10/31/2010,1,-7.17264,
459902102,IGT,NA,15.59,4647.38,1210.3,0.460422912,L,1,10/31/2010,1,-0.7055805,
46069S109,ISIL,NA,13.09,1620.861802,995.453,0.170982122,K,1,10/31/2010,1,-1.740488,
460981301,INTX,NA,9.67,181.88,102.455,0.286905029,K,1,10/31/2010,1,9.10031,
461148108,IVAC,NA,10.1,226.55,187.649,0.201778486,K,1,10/31/2010,1,31.68317,
529771107,LXK,NA,38.03,2986.253839,1218.6,0.528009259,L,1,10/31/2010,1,-4.70681,
002567105,ABAX,NA,24.01,535.95122,151.019,0.167735427,K,1,10/31/2010,1,12.45314,
004498101,ACIW,NA,24.37,809.151895,217.267,0.305637524,K,1,10/31/2010,1,4.267542,
00484M106,ACOR,NA,27.04,1051.2,122.699,-0.241820149,K,1,10/31/2010,1,-2.302145,
006854202,ADEP,NA,6.32,59.261749,19.403,-0.029365996,K,1,10/31/2010,1,-26.26582,
00724F101,ADBE,NA,28.15,14320.37415,5157.963,0.226100172,K,1,10/31/2010,0.95,-1.243339,
007974108,ADVS,NA,53.72,1373.521609,236.069,0.194349095,K,1,10/31/2010,1,-3.983619,
00826A109,AFFY,NA,5.07,123.56,84.14,-0.207072562,K,1,10/31/2010,1,33.33333,
097023105,BA,NA,70.64,51820.13,4566.725,1.529411765,L,1,10/31/2010,0.95,-9.175392,
30214U102,EXPO,NA,31.92,442.853164,165.968,0.257127977,K,1,10/31/2010,1,9.022556,
302491303,FMC,NA,73.1,5298.41,1175.66625,0.511595761,L,1,10/31/2010,1,6.456908,
302695101,FXEN,NA,4.8,207.66,8.494,0.544602747,K,1,10/31/2010,1,23.125,
311642102,FARO,NA,24.14,390.09,198.627,0.093733285,K,1,10/31/2010,1,7.580779,
311900104,FAST,NA,51.48,7589.733054,1275.691,0.336135286,K,1,10/31/2010,1,4.788585,
426281101,JKHY,NA,27.16,2333.873059,824.961,0.312717139,K,1,10/31/2010,1,1.012518,
426927109,HTBK,NA,3.76,98.59,77.229,-0.169642154,K,1,10/31/2010,1,-1.595745,
546347105,LPX,NA,7.74,1000.11,1431.16,-0.011733562,L,1,10/31/2010,1,5.943152,
029326105,AMRB,NA,5.75,56.611815,89.745,0.012956419,LIQ,1,10/31/2010,1,-3.478261,
029899101,AWR,NA,37.35,694.490307,464.271,0.169165339,LU,1,10/31/2010,1,-1.392531,
03062T105,CRMT,NA,26.67,289.910234,187.873,0.074968212,K,1,10/31/2010,1,-5.024372,
031162100,AMGN,NA,57.19,54815.15534,23427,0.255037182,K,1,10/31/2010,1,-7.868508,
032037103,AP,NA,25.85,264.880478,194.605775,0.27292412,L,1,10/31/2010,1,1.895551,
032511107,APC,NA,61.57,30472.81,30402.09125,0.144208348,L,1,10/31/2010,1,4.206594,
032515108,ANAD,NA,6.79,443.48,189.968,0.042612909,K,1,10/31/2010,1,-5.743741,
12802T101,DVR,NA,5.06,476.63,790.664,0.157021562,L,1,10/31/2010,1,5.731225,
