cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
027745108,AMNB,NA,21.51,170.041777,170.499,0.139918709,1,1 ,7/31/2014,1,2.92887
029595105,AMS,NA,2.83,13.041687,22.921,0.368765666,1,1 ,7/31/2014,1,-18.83392
031100100,AME,NA,48.69,11943.77347,3849.019,0.271480875,1,1 ,7/31/2014,1,8.728692
031652100,AMKR,NA,8.85,2093.630048,980.562,0.532781907,1,1 ,7/31/2014,1,17.51412
032420101,ANAC,NA,16.65,697.83,105.691,0.783661807,1,1 ,7/31/2014,1,39.87988
032838104,ANCB,NA,19.354,49.3527,52.84,-0.000605602,1,1 ,7/31/2014,1,1.271055
06652V208,BANR,NA,40.24,787.734377,547.524,0.135990386,1,1 ,7/31/2014,1,-2.137177
067774109,BKS,NA,20.82,1250.28468,870.621,0.332717851,1,1 ,7/31/2014,1,14.60135
067806109,B,NA,34.25,1861.721222,1239.953,0.164290868,1,1 ,7/31/2014,1,0.2852664
06985P100,BAS,NA,23.99,1036.39,498.707,0.542018845,1,1 ,7/31/2014,1,0.9170488
218683100,CMT,NA,13.25,100.653108,70.089,0.219102123,1,1 ,7/31/2014,1,4.981132
21871D103,CLGX,NA,27.2,2478.974789,1144.298,0.181912379,1,1 ,7/31/2014,1,3.933824
222070203,COTY,NA,17.11,6492,1690,0.160812098,IPO,1 ,7/31/2014,1,0.4675628
222816100,CVD,NA,83.92,4818.230043,1690.95,0.218242341,1,1 ,7/31/2014,1,-1.215443
22282E102,CVA,NA,20.42,2672.544871,1584,0.403981265,1,1 ,7/31/2014,1,2.791381
25278X109,FANG,NA,82.23,4587.69,1189.539,0.185257487,1,1 ,7/31/2014,1,5.010337
25383B109,DCIN,NA,5.49,44.27,22.432,-0.040590406,M,1 ,7/31/2014,1,#N/A
25490A309,DTV,NA,86.05,43354.09237,-5060,NULL,M,1 ,7/31/2014,0.95,0.464846
316773100,FITB,NA,20.48,17295.13472,13792,0.194823086,1,1 ,7/31/2014,1,-0.3662109
319829107,FCF,NA,8.56,802.524071,716.783,0.078789536,1,1 ,7/31/2014,1,3.504673
319850103,FBNK,NA,14.88,240.37146,230.488,0.031849814,1,1 ,7/31/2014,1,2.822581
320218100,THFF,NA,30.66,409.47264,399.329,0.129053988,1,1 ,7/31/2014,1,5.41422
320517105,FHN,NA,11.78,2793.59166,2153.082,0.000963735,1,1 ,7/31/2014,1,3.225806
320867104,FMBI,NA,16.2,1219.35,1020.425,0.132433103,1,1 ,7/31/2014,1,4.012346
42805T105,HTZ,NA,28.22,12633.9023,5718.3,1.273094688,RP,1 ,7/31/2014,1,4.712969
428567101,HIBB,NA,49.91,1278.06,322.425,0.406969063,1,1 ,7/31/2014,1,-8.976157
00846U101,A,NA,56.09,18692.60433,5839,0.215428368,1,1 ,7/31/2014,1,1.907648
009128307,AIRM,NA,50.25,1967.36,470.855,0.547032659,1,1 ,7/31/2014,1,16.73632
00912X302,AL,NA,34.45,3511.031555,2810.083,0.249932263,1,1 ,7/31/2014,1,10.01451
011659109,ALK,NA,43.97,6043.11,2820,0.568636364,1,1 ,7/31/2014,1,5.679826
