cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn
052769106,ADSK,NA,27.73,6363.02,1514.1,0.220408966,K,1,8/31/2010,1,15.2903
053774105,CAR,NA,9.12,938.05,1494,1.849607183,L,1,8/31/2010,1,27.74123
053807103,AVT,NA,22.9,3477.31,3009.117,0.219304866,L,1,8/31/2010,1,17.9476
056525108,BMI,NA,37.3,560.153645,155.4751917,0.305948515,L,1,8/31/2010,1,8.525469
20451N101,CMP,NA,71.75,2349.68,324.7,0.850015399,L,1,8/31/2010,1,6.787457
207797101,CTWS,NA,22.52,194.57,143.919,0.132373955,KU,1,8/31/2010,1,6.349911
209034107,CNSL,NA,17.3,515.931049,139.518,0.728888029,K,1,8/31/2010,1,7.919075
209115104,ED,NA,47.53,13433.50395,16151,0.138505356,LU,1,8/31/2010,1,1.451715
251893103,DV,NA,38.11,2695.82518,1175.887,0.392815282,L,1,8/31/2010,1,29.12621
25264R207,DHIL,NA,51.45,142.950841,34.329,0.577354423,BKR,1,8/31/2010,1,41.88533
300645108,EXAR,NA,5.44,240.5,269.694,-0.031361469,K,1,8/31/2010,1,10.11029
30161N101,EXC,NA,40.72,26915.73,18660.48333,0.368703108,LU,1,8/31/2010,1,4.56778
30231G102,XOM,NA,59.11,300976.6,174455,0.263947723,L,1,8/31/2010,1,4.53392
303726103,FCS,NA,7.73,964.120779,1116.4,0.259610179,L,1,8/31/2010,1,21.60414
313148108,AGM.A,NA,8.33,109,174.047,0.419696978,ALB,1,8/31/2010,1,13.67477
436893200,HOMB,NA,21.54,612.37,437.749,0.109896084,K,1,8/31/2010,1,-5.663881
43689E107,HBCP,NA,13.16,111.18,132.738,0.057436454,K,1,8/31/2010,1,1.671733
439734104,HFBC,NA,9.19,66.090023,82.033,0.08544365,LIQ,1,8/31/2010,1,1.751137
47102X105,JNS,NA,9.08,1667.543989,1445.8,0.18059206,L,1,8/31/2010,1,20.59471
516012101,LCI,NA,4.06,102.361544,85.456,0.195000338,L,1,8/31/2010,1,12.80788
037833100,AAPL,NA,243.1,222087.1361,46939,0.373314302,K,1,8/31/2010,1,16.72151
03836W103,WTR,NA,19.88,2728.690849,1543.88,0.190256367,LU,1,8/31/2010,1,2.615694
042698308,HRT,NA,4.9,13.673519,17.495,0.112717919,LIQ,1,8/31/2010,1,23.46939
131745101,CAK,NA,2.32,332.304318,409.611,-0.030553185,L,1,8/31/2010,1,37.5
140781105,CRR,NA,75.73,1750.003903,512.6633333,0.24351722,L,1,8/31/2010,1,6.958933
14149F109,CFNL,NA,9.18,263.98411,216.623,0.111580949,K,1,8/31/2010,1,4.684096
143436400,CKEC,NA,6.05,77.92,1.85,19.93135135,K,1,8/31/2010,1,44.13223
14574X104,TAST,NA,4.38,94.711079,31.404,1.670216216,K,1,8/31/2010,1,21.00457
217204106,CPRT,NA,33.05,2787.32,1070.209,0.259297763,K,1,8/31/2010,1,-0.2420575
29089Q105,EBS,NA,18.16,568.29,260.221,0.089516219,L,1,8/31/2010,1,-4.955947
291011104,EMR,NA,46.65,35099.87,9383,0.415645316,L,1,8/31/2010,1,12.88317
29270J100,ERII,NA,3.175,166.522851,122.516,0.050336283,K,1,8/31/2010,1,13.07087
293389102,EBF,NA,15.39,398.553814,342.665,0.230773496,L,1,8/31/2010,1,16.24431
419131107,HAUP,NA,2.81,28.294368,10.672,-0.061198509,K,1,8/31/2010,1,-8.540925
421906108,HCSG,NA,20.75,909.33,210.156,0.247068844,K,1,8/31/2010,1,9.831326
422368100,HTWR,NA,64.76,888.91,123.641,-0.164532801,K,1,8/31/2010,1,6.176652
45253H101,IMGN,NA,5.34,362.852146,35.951,-0.454658592,K,1,8/31/2010,1,17.41573
45337C102,INCY,NA,12.51,1526.54152,-104.783,NULL,K,1,8/31/2010,1,27.81775
45667G103,INFN,NA,8.44,841.13,372,-0.132099462,K,1,8/31/2010,1,38.27014
457642205,INOD,NA,2.69,68.38,38.293,0.030518767,K,1,8/31/2010,1,2.602231
45773Y105,INWK,NA,5.43,247.94,152.435,0.138898547,K,1,8/31/2010,1,20.99447
45774W108,IIIN,NA,7.91,139.08,149.288,0.113847061,K,1,8/31/2010,1,13.96049
028591105,ANAT,NA,76.56,2053.351909,3506.676,0.04230152,K,1,8/31/2010,1,0.2091857
030506109,AMWD,NA,15.28,217.582081,175.318,-0.021205785,K,1,8/31/2010,1,16.71259
03071H100,AMSF,NA,17.57,327.564819,316.399,0.18106884,K,1,8/31/2010,1,6.886739
03076K108,ABCB,NA,7.83,184.984259,225.038,-0.109021588,K,1,8/31/2010,1,19.41252
032332504,ASYS,NA,13.62,122.88,72.456,0.122170697,K,1,8/31/2010,1,31.8649
002535300,AAN.A,NA,13.14,1282.9,1089.768,0.648369194,ALB,1,8/31/2010,1,13.25967
002824100,ABT,NA,49.34,76182.38,19911.707,0.440126511,L,1,8/31/2010,1,5.877584
004337101,ANCX,NA,6.12,64.13,69.217,0.209614921,LIQ,1,8/31/2010,1,-1.958742
00448Q201,ACHN,NA,2.6,156.063001,12.612,-1.894465588,K,1,8/31/2010,1,16.15385
00508X203,ATU,NA,19.82,1346.464149,858.917,0.161440512,L,1,8/31/2010,1,16.04862
006351308,AE,NA,17,71.7,85.595,0.197496984,LIQ,1,8/31/2010,1,4.411765
006743306,AEY,NA,2.99,30.33047,30.965,0.214808384,K,1,8/31/2010,1,-1.337793
00751Y106,AAP,NA,54.47,4589.97,1164.028,0.610160814,L,1,8/31/2010,1,7.837096
00826T108,AFFX,NA,4.12,291.534249,283.528,0.04799526,K,1,8/31/2010,1,10.67961
00846U101,A,NA,26.97,9387.26,2611,0.185224839,L,1,8/31/2010,1,23.73007
