cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn,
363576109,AJG,NA,28.12,3100.6,1147.1,0.237944796,L,1,7/31/2011,1,0.3200569,
369550108,GD,NA,68.14,25348.11,14096,0.306936988,L,1,7/31/2011,0.85,-5.958321,
372309104,GNMK,NA,4.97,93.46,14.9,-0.508867798,K,1,7/31/2011,1,25.75453,
372460105,GPC,NA,53.16,8363.19,2870.662188,0.30336438,L,1,7/31/2011,1,3.498871,
431466101,HIL,NA,5.37,205.8,175.723,0.114385338,L,1,7/31/2011,1,1.862197,
05348P401,AVNR,NA,3.75,465.36,96.716,-0.611610976,K,1,7/31/2011,1,-24.26667,
05541T101,BGCP,NA,8.19,2120.07,258.913,0.701174201,ABB,1,7/31/2011,1,-17.77177,
05615F102,BWC,NA,24.98,2936.33,759.43,0.265264468,L,1,7/31/2011,1,-7.806245,
057665200,BCPC,NA,43.77,1262.982869,204.64,0.290132833,K,1,7/31/2011,1,-5.643135,
05969A105,TBBK,NA,9,298.77,257.601,0.049562037,K,1,7/31/2011,1,-13.33333,
060505104,BAC,NA,9.71,98391.07257,214314,0.002961861,L,1,7/31/2011,1,-15.75695,
15117B103,CLDX,NA,3.59,153.043071,70.446,-0.051986305,K,1,7/31/2011,1,-13.09192,
157085101,CERS,NA,2.77,131.852,9.623,-4.813283542,K,1,7/31/2011,1,-25.99278,
168615102,CHS,NA,15.09,2658.784195,1062.363,0.301952628,L,1,7/31/2011,1,-7.753479,
169905106,CHH,NA,30.49,1823.52,-49.03,NULL,L,1,7/31/2011,1,1.935061,
17273K109,CIR,NA,43.25,745.352205,375.106,0.17379799,L,1,7/31/2011,1,-20.10119,
278715206,EBIX,NA,19.69,777.24,336.699,0.201135449,K,1,7/31/2011,1,-16.81056,
28140M103,EDMC,NA,22.31,2959.78,2335.648,0.226719777,K,1,7/31/2011,0.411,-29.4935,
28176E108,EW,NA,71.35,8182.353357,1357.8,0.258085475,L,1,7/31/2011,1,5.746321,
285218103,ELRC,NA,16.16,387.53,275.179,0.30514715,K,1,7/31/2011,1,-8.477723,
374689107,ROCK,NA,10.28,312.574903,492.109,0.046429863,K,1,7/31/2011,1,-13.61868,
37941P306,GLPW,NA,25.97,414.433675,200.278,0.137893833,K,1,7/31/2011,1,-6.199461,
38388F108,GRA,NA,50.44,3704.15,46.85,4.36407767,L,1,7/31/2011,1,-21.84774,
384802104,GWW,NA,148.37,10327.82249,2356.658,0.45275807,L,1,7/31/2011,1,4.363678,
391164100,GXP,NA,20.17,2742.07,3507.8,0.160759956,LU,1,7/31/2011,1,-1.980225,
393657101,GBX,NA,20.12,506.193044,427.316,0.077635754,L,1,7/31/2011,1,-13.61829,
018772103,AOI,NA,3.29,286.504449,316.629,0.201567763,L,1,7/31/2011,1,-3.039514,
018802108,LNT,NA,39.41,4372.23,4393.2,0.173662346,LU,1,7/31/2011,1,2.943415,
023608102,AEE,NA,28.82,6949.904295,10751,0.157602765,LU,1,7/31/2011,1,4.99653,
062540109,BOH,NA,44.81,2111.421031,996.225,0.248565449,L,1,7/31/2011,1,-6.209339,
067383109,BCR,NA,98.68,8550.26,1866.6,0.467164577,L,1,7/31/2011,1,-3.465748,
070203104,BSET,NA,7.9,91.250641,159.99,-0.071310707,K,1,7/31/2011,1,-4.674206,
13123E500,CALD,NA,5.14,172.77099,30.375,-0.220616923,K,1,7/31/2011,1,-5.836576,
133034108,CAC,NA,31.97,245.46,210.725,0.190092604,K,1,7/31/2011,1,-12.04254,
139594105,CPLA,NA,42.75,650.023497,205.859,0.589513761,K,1,7/31/2011,1,-25.19298,
142339100,CSL,NA,43.23,2663.284789,1369.9,0.209167655,L,1,7/31/2011,1,-8.865698,
147528103,CASY,NA,45,1711.52,606.974,0.606448195,K,1,7/31/2011,1,0,
14754D100,CSH,NA,55.96,1641.023251,891.263,0.263919928,L,1,7/31/2011,1,-0.08062652,
148411101,CAS,NA,17.36,399.642581,344.532,0.05773843,L,1,7/31/2011,1,-30.06912,
149123101,CAT,NA,98.79,63689.18423,12863.525,0.592114107,L,1,7/31/2011,1,-7.885414,
229678107,CBST,NA,33.97,2075.682532,778.167,0.246198182,K,1,7/31/2011,1,2.119517,
292764107,ENOC,NA,16.74,441.83484,228.424,0.052444537,K,1,7/31/2011,1,-25.02987,
354613101,BEN,NA,126.96,28167.17,8654.684,0.322896795,L,1,7/31/2011,0.65,-5.545053,
357023100,RAIL,NA,24.68,294.883205,191.969,-0.067490391,K,1,7/31/2011,1,-25.81037,
360271100,FULT,NA,10.15,2022.52,1910.322,0.109732254,K,1,7/31/2011,1,-9.655172,
36191C205,GSIG,NA,11.23,374.55,196.284,0.213246931,K,1,7/31/2011,1,-15.58326,
368736104,GNRC,NA,18.55,1253.333607,448.775,0.261840287,L,1,7/31/2011,1,11.10512,
37045V100,GM,NA,27.68,43202.56074,29014,0.384124711,L,1,7/31/2011,0.8,-13.18642,
437076102,HD,NA,34.93,55617.13004,18435,0.386818552,L,1,7/31/2011,1,-3.72578,
439038100,HOFT,NA,9.02,97.254253,126.18,0.060492947,K,1,7/31/2011,1,1.563669,
002474104,AZZ,NA,50.03,627.81,290.902,0.280884972,L,1,7/31/2011,1,-5.396762,
00508B102,BIRT,NA,6.07,279.263079,96.421,0.271514585,K,1,7/31/2011,1,5.107084,
006739106,ADUS,NA,5.83,62.73,89.554,0.129825024,K,1,7/31/2011,1,-14.06518,
00762W107,ABCO,NA,53.54,870.26,148.592,0.22398873,K,1,7/31/2011,1,16.13747,
00767E102,AEGR,NA,15.71,277.51151,35.613,-0.348634284,IPO,1,7/31/2011,1,-7.574793,
043113208,ARTNA,NA,18.2,140.81,133.305,0.118766545,AUB,1,7/31/2011,1,1.173628,
04351G101,ASNA,NA,32.32,2523.190629,1188.9,0.320963486,K,1,7/31/2011,1,-12.06683,
048426100,ACFC,NA,5.46,14.36,54.867,-0.227436623,LIQ,1,7/31/2011,1,-55.1282,
17306X102,CTRN,NA,14.03,210.07,217.827,0.196086982,K,1,7/31/2011,1,-16.89237,
19122T109,CCE,NA,28.11,8966.150704,4553,0.17838654,L,1,7/31/2011,1,-1.743152,
192108504,CDE,NA,27.29,2443.05538,2537.008,0.136496584,L,1,7/31/2011,1,4.470502,
19421R200,CLCT,NA,15.56,122.86176,26.004,0.415955325,K,1,7/31/2011,1,9.552292,
197236102,COLB,NA,17.61,695.294838,714.083,0.074862577,K,1,7/31/2011,1,-6.783893,
199333105,CMCO,NA,16.45,317.271117,166.848,0.138519118,K,1,7/31/2011,1,-12.34043,
202608105,CVGI,NA,10.6,291.31,5.793,4.860915493,K,1,7/31/2011,1,-32.16981,
26875P101,EOG,NA,102,27380.38,15359.852,0.193492414,L,1,7/31/2011,1,-9.225491,
269246401,ETFC,NA,15.88,4441.651419,4397.789,0.109545346,BKR,1,7/31/2011,1,-22.16625,
337915102,FMER,NA,14.61,1595.99,1519.957,0.118976101,K,1,7/31/2011,1,-13.5654,
343498101,FLO,NA,21.92,2967.380281,863.015,0.335821334,L,1,7/31/2011,1,-12.40876,
038222105,AMAT,NA,12.32,16240.84198,8256.701,0.315421291,K,1,7/31/2011,1,-7.47124,
04033A100,ARIA,NA,11.89,1569.41,52.052,-9.295654358,K,1,7/31/2011,1,-17.32548,
090931106,BSTC,NA,21.91,139.213248,10.526,0.195699085,LIQ,1,7/31/2011,1,-20.1278,
09202G101,BDE,NA,8.41,182.82065,165.208,-0.014312994,K,1,7/31/2011,1,-8.323424,
002535300,AAN,NA,25.21,2017.06,1267.952,0.581492174,L,1,7/31/2011,1,5.723919,
002824100,ABT,NA,51.32,79765.80294,24629.648,0.340505707,L,1,7/31/2011,1,2.318784,
004337101,ANCX,NA,8.36,86.1,74.472,0.201236202,LIQ,1,7/31/2011,1,-1.195648,
00448Q201,ACHN,NA,7.41,432.84,41.098,-0.376048867,K,1,7/31/2011,1,-17.139,
00508X203,ATU,NA,24.71,1695.770304,1009.744,0.195720896,L,1,7/31/2011,1,-18.73735,
006351308,AE,NA,25.8,108.813977,98.403,0.269835284,LIQ,1,7/31/2011,1,-9.046512,
006743306,AEY,NA,2.62,26.65,34.696,0.131935182,K,1,7/31/2011,1,-14.12214,
00751Y106,AAP,NA,54.97,4212.750072,935.001,0.97488741,L,1,7/31/2011,1,10.46025,
00826T108,AFFX,NA,5.65,397.57,296.422,0.111567308,K,1,7/31/2011,1,-0.8849558,
00846U101,A,NA,42.16,14673.58323,4024,0.241588667,L,1,7/31/2011,1,-12.54744,
045327103,AZPN,NA,15.5,1458.753763,120.046,-0.346159452,K,1,7/31/2011,1,8.32258,
050095108,ATW,NA,46.7,3025.2727,1510.873,0.222723817,L,1,7/31/2011,1,-9.87152,
172967424,C,NA,38.34,111416.04,170725,0.089104356,BKR,1,7/31/2011,1,-19.01408,
174715102,CIZN,NA,18.609,90.14034,78.789,0.113506833,LIQ,1,7/31/2011,1,-1.660487,
18911Q102,CLD,NA,22.3,1359.28,560.567,0.421419874,L,1,7/31/2011,1,-10.3139,
190345108,CRV,NA,3,14.34,30.472,-0.009542769,LIQ,1,7/31/2011,1,-7,
192025104,CVLY,NA,10.19,42.22,61.95,0.140114548,LIQ,1,7/31/2011,1,-1.864573,
19239V302,CCOI,NA,15.07,692.78,156.954,0.363380872,K,1,7/31/2011,1,-5.905773,
198516106,COLM,NA,57.4,1945.954251,1024.904,0.143546288,K,1,7/31/2011,0.9,-7.823821,
201723103,CMC,NA,14.51,1676.391665,1356.013,0.148542824,L,1,7/31/2011,1,-19.02136,
26882D109,EPIQ,NA,12.92,457.43,344.94,0.161508164,K,1,7/31/2011,1,-3.095975,
277432100,EMN,NA,96.59,6865.554127,2043,0.589219331,L,1,7/31/2011,1,-14.34931,
01890A108,ALLB,NA,11.1,60.77,85.748,0.03583733,LIQ,1,7/31/2011,1,-3.982291,
025676206,AEL,NA,11.87,706.23,961.177,0.417891898,L,1,7/31/2011,1,-14.91154,
06652V208,BANR,NA,18.52,306.162936,385.318,0.013751641,K,1,7/31/2011,1,-16.52268,
067806109,B,NA,24.35,1354.812061,778.7185,0.183164142,L,1,7/31/2011,1,-5.135597,
06985P100,BAS,NA,32.39,1374.243892,392.656,0.386827199,L,1,7/31/2011,1,-32.51003,
132011107,CBM,NA,4.41,129.74,140.411,0.302723693,L,1,7/31/2011,1,12.69841,
138098108,CMN,NA,24.93,429.0541,247.65,0.173531193,L,1,7/31/2011,1,0,
139674105,CCBG,NA,10.31,176.58235,259.278,0.048145419,K,1,7/31/2011,1,-1.357905,
140501107,CSWC,NA,93.91,352.45,541.383,0.062558524,LIQ,1,7/31/2011,1,-5.111277,
143130102,KMX,NA,31.97,7233.810627,2430.426,0.301029531,L,1,7/31/2011,1,-12.07382,
146229109,CRI,NA,33.5,1935,825.446,0.253590221,L,1,7/31/2011,1,-7.671642,
225447101,CREE,NA,32.85,3596.24,2261.429,0.123305544,K,1,7/31/2011,1,-1.278539,
226552107,EXE,NA,3.6,38.35,18.166,-1.340731514,L,1,7/31/2011,1,16.94444,
228903100,CRY,NA,5.77,162.19,114.987,0.136720209,L,1,7/31/2011,1,-11.43847,
231269101,CRIS,NA,3.49,266.461346,40.515,-0.469384931,K,1,7/31/2011,1,-8.309456,
231561101,CW,NA,31.96,1483.544305,1234.6473,0.200887583,L,1,7/31/2011,1,-3.660826,
232109108,CUTR,NA,8.11,111.28,93.37,-0.122265717,K,1,7/31/2011,1,-2.7127,
29076N206,EMAN,NA,4.45,96.503572,28.227,0.231825439,L,1,7/31/2011,1,-20.67416,
292562105,WIRE,NA,22.01,511.104665,429.509,0.131143997,K,1,7/31/2011,1,1.817356,
29266R108,ENR,NA,80.64,5619.200268,2628.2,0.266286298,L,1,7/31/2011,1,-6.398809,
358435105,FRD,NA,11.85,80.573411,59.339,0.234833165,L,1,7/31/2011,1,-20.50633,
35906A108,FTR,NA,7.49,7454.19031,7332.699,0.248660326,L,1,7/31/2011,1,0,
359678109,FLL,NA,3.16,56.923232,50.734,0.4437024,L,1,7/31/2011,1,7.278481,
361652209,GFIG,NA,4.54,558.880837,506.611,0.114552227,BKR,1,7/31/2011,1,-2.69137,
009128307,AIRM,NA,70.1,886.19,298.303,0.504461682,K,1,7/31/2011,1,-5.064194,
01748X102,ALGT,NA,43.03,819.28,347.318,0.34114487,K,1,7/31/2011,1,9.109923,
052769106,ADSK,NA,34.4,7944.823964,1751.2,0.231898127,K,1,7/31/2011,1,-18.02326,
053774105,CAR,NA,15.11,1586.322262,1822,1.417989418,K,1,7/31/2011,1,-12.97154,
053807103,AVT,NA,29.3,4476.35,3734.474,0.245580574,L,1,7/31/2011,1,-10.44369,
056525108,BMI,NA,36.49,549.321263,171.2896083,0.27770547,L,1,7/31/2011,1,-3.565974,
154760409,CPF,NA,13.48,572.893395,384.984,-0.302872703,L,1,7/31/2011,1,-9.569733,
156700106,CTL,NA,37.11,22286.21,12061.85863,0.142683962,L,1,7/31/2011,1,-2.586904,
162825103,CKP,NA,15.7,629.38116,607.461,0.111291399,L,1,7/31/2011,1,-2.993631,
16359R103,CHE,NA,60.81,1293.51,488.034,0.30877681,L,1,7/31/2011,1,-4.266273,
163731102,CHFC,NA,18.97,520.752432,563.739,0.112865492,K,1,7/31/2011,1,-7.801792,
168565109,CBNK,NA,14.02,82.251232,92.001,0.034263123,LIQ,1,7/31/2011,1,0.07132667,
168905107,PLCE,NA,48.32,1249.313745,635.601,0.345456334,K,1,7/31/2011,1,-11.1755,
242309102,TRAK,NA,23.19,953.451957,484.293,0.115381366,K,1,7/31/2011,1,-19.27555,
278642103,EBAY,NA,32.75,42206.86282,15944.41,0.172760681,K,1,7/31/2011,0.9,-5.740458,
27875T101,ECHO,NA,14.97,331.293331,109.45,0.2133292,K,1,7/31/2011,1,-6.479626,
28257U104,BAGL,NA,15.68,261.66,79.092,0.492776807,K,1,7/31/2011,1,-3.723341,
382410405,GDP,NA,19.83,715.67,150.727,0.54278842,L,1,7/31/2011,1,-19.21331,
00246W103,AXTI,NA,8.73,279.13,117.068,0.252358849,K,1,7/31/2011,1,-10.99656,
003654100,ABMD,NA,16.51,635.763662,108.753,-0.047844981,K,1,7/31/2011,1,-24.65173,
00438V103,AH,NA,30.04,2889.17,158.614,0.182787176,L,1,7/31/2011,1,-10.65246,
004446100,ACET,NA,6.1,162.38,159.091,0.133907703,K,1,7/31/2011,1,-13.93443,
004848107,ACFN,NA,4.84,84.65,32.272,-0.227144544,K,1,7/31/2011,1,1.239669,
00847J105,AGYS,NA,9.57,220.044302,151.998,-0.089034614,K,1,7/31/2011,1,-5.433647,
049513104,ATML,NA,12.1,5535.65,1074.78,0.408083642,K,1,7/31/2011,1,-24.71074,
049560105,ATO,NA,33.43,3019.73,3318.584,0.165391074,LU,1,7/31/2011,1,1.388421,
179895107,CLC,NA,44.06,2221.081211,844.386,0.232638864,L,1,7/31/2011,1,5.628688,
190897108,COBZ,NA,6.15,227.810858,205.657,0.082114031,K,1,7/31/2011,1,-7.154471,
199908104,FIX,NA,10.44,397.61,325.298,0.098038792,L,1,7/31/2011,1,-7.936802,
200525103,CBSH,NA,40.91,3564.03,2068.722,0.196787028,K,1,7/31/2011,1,-3.275483,
26884F102,ESBF,NA,13.38,198.99025,169.878,0.119746464,LIQ,1,7/31/2011,1,-9.267564,
27579R104,EWBC,NA,18.56,2760.231229,2074.89,0.190761798,K,1,7/31/2011,1,-9.791039,
276317104,EML,NA,17.8401,110.041965,71.262575,0.200662983,LIQ,1,7/31/2011,1,9.876341,
33582V108,FNFG,NA,12.25,3714.270033,2775.032,0.09552561,K,1,7/31/2011,1,-10.89257,
336901103,SRCE,NA,23.05,558.112923,490.467,0.190441342,K,1,7/31/2011,1,-0.6237606,
337738108,FISV,NA,60.36,8668.370342,3786,0.304943579,K,1,7/31/2011,1,-7.50497,
