cusip_sedol,security_symbol,country_code,month_end_price,total_market_cap,book,DPB_Current,status_code,security_type,me_date,ff_Adj,Rtn,
009158106,APD,NA,76.37,16276.96446,6702.999,0.344950022,L,1,9/30/2011,1,12.79298,
00971T101,AKAM,NA,19.88,3665.420684,2228.315,0.195436013,K,1,9/30/2011,1,35.51308,
009728106,AKRX,NA,7.8,738.21,135.797,0.178604829,K,1,9/30/2011,1,15.25641,
011311107,ALG,NA,20.79,247.590792,279.162,0.177143795,L,1,9/30/2011,1,15.02439,
01167P101,ALSK,NA,6.55,296.07,-37.663,NULL,K,1,9/30/2011,1,7.938931,
017175100,Y,NA,288.5,2556.690462,3029.449,0.081866703,L,1,9/30/2011,1,9.989601,
224399105,CR,NA,35.69,2072.18,1131.181,0.28067999,L,1,9/30/2011,1,23.59204,
29355X107,NPO,NA,29.68,614.94,523.5,0.159121299,L,1,9/30/2011,1,16.03773,
294100102,ENZ,NA,2.57,99.173987,94.319,-0.092297788,L,1,9/30/2011,1,11.28405,
29667D104,ESSA,NA,10.51,130.9,164.599,0.053250627,K,1,9/30/2011,1,5.042816,
297602104,ETH,NA,13.61,391.872363,289.721,0.1475523,L,1,9/30/2011,1,46.19994,
37954N206,GSM,NA,14.52,1093.611755,500.473,0.244427998,K,1,9/30/2011,1,16.18128,
379890106,GLUU,NA,2.11,133.27,31.089,-0.079251974,K,1,9/30/2011,1,43.60189,
384556106,GHM,NA,16.64,164.760511,86.05226667,0.165238949,L,1,9/30/2011,1,38.46154,
390905107,GSBC,NA,16.78,225.89,257.672,0.278722562,K,1,9/30/2011,1,18.53397,
39153L106,GB,NA,20.01,468.65,530.69,0.178156417,L,1,9/30/2011,1,11.5942,
397624206,GEF.B,NA,43,2032.36,1543.972,0.490769861,ALB,1,9/30/2011,0.7977,6.046512,
459200101,IBM,NA,174.87,208843.4316,23505,1.029229904,L,1,9/30/2011,0.95,5.581289,
460321201,ISH,NA,18.49,133.650379,256.0485333,0.175094006,L,1,9/30/2011,1,10.00541,
461202103,INTU,NA,47.44,14270.62,2616,0.47706422,K,1,9/30/2011,0.95,13.4916,
018804104,ATK,NA,54.51,1796.012596,1185.749,0.454020507,L,1,9/30/2011,1,6.549257,
020520102,ALJ,NA,6.13,342.270953,641.588,0.112428848,L,1,9/30/2011,0.9,23.98042,
02081G102,ATEC,NA,2.11,188.27,283.199,0.043358204,K,1,9/30/2011,1,-1.421801,
02208R106,AIMC,NA,11.57,310.614341,235.887,0.320865616,K,1,9/30/2011,1,27.05272,
02209S103,MO,NA,26.81,55529.79158,12845,0.408407941,L,1,9/30/2011,1,2.760164,
023135106,AMZN,NA,216.23,98154.43533,7765,0.255247907,K,1,9/30/2011,0.8,-1.25792,
025932104,AFG,NA,31.07,3123.042622,4588,0.168604651,L,1,9/30/2011,1,15.9305,
066849100,BHB,NA,28,108.143644,110.93,0.156648337,LIQ,1,9/30/2011,1,0.9285714,
068221100,BRN,NA,3.495,28.93,45.245,0.282749475,LIQ,1,9/30/2011,1,-2.718169,
231021106,CMI,NA,81.66,15899.36,5173.24,0.435041259,L,1,9/30/2011,0.95,21.76096,
27874N105,ELON,NA,7.01,297.54,89.99,-0.161829092,K,1,9/30/2011,1,-3.566334,
353514102,FELE,NA,36.28,840.9,483.745,0.200518868,K,1,9/30/2011,1,26.57111,
358748101,FRS,NA,19.4,95.6,127.494,0.074046604,LIQ,1,9/30/2011,1,-0.9793814,
36106P101,FURX,NA,14.23,140.611468,91.519,-0.677181787,K,1,9/30/2011,1,-0.1405481,
36225V104,GPX,NA,9.99,187.75,137.664,0.200957151,L,1,9/30/2011,1,18.31832,
36467A107,GPIC,NA,6.62,54.28,45.58,0.169945537,K,1,9/30/2011,0.9,1.963746,
364730101,GCI,NA,9.53,2294.77,2441.126,0.402834404,L,1,9/30/2011,1,22.66527,
36846Q203,GKNT,NA,20.22,128.01,45.742,-0.060557037,K,1,9/30/2011,1,-3.709199,
431475102,HRC,NA,30.02,1895.92,784.5,0.39541109,L,1,9/30/2011,1,12.15856,
042735100,ARW,NA,27.78,3192.432652,3630.502,0.264115817,L,1,9/30/2011,1,29.76962,
043176106,ARUN,NA,20.91,2209.74,257.606,0.029805237,K,1,9/30/2011,1,13.29507,
04685W103,ATHN,NA,59.55,2083.451613,198.038,0.259207829,K,1,9/30/2011,1,-11.15029,
04878Q863,AT,NA,14.19,974,451.837,0.193445867,L,1,9/30/2011,1,-4.232989,
127537207,CDZI,NA,7.91,112.27,-4.907,NULL,K,1,9/30/2011,1,21.49178,
128246105,CVGW,NA,20.52,303.07,112.363,0.197645132,K,1,9/30/2011,1,9.990253,
130222102,CFNB,NA,15.31,159.49341,196.067,0.065258432,LIQ,1,9/30/2011,0.6,8.883083,
130788102,CWT,NA,17.71,739.43,560.53,0.19155799,LU,1,9/30/2011,1,4.856014,
01890A108,ALLB,NA,10.4,56.934145,85.916,0.03583733,LIQ,1,9/30/2011,1,-6.538462,
02504A104,MTGE,NA,16.7,167.10187,NULL,NULL,RP,1,9/30/2011,1,8.862275,
025676206,AEL,NA,8.75,521.281154,1039.532,0.417891898,L,1,9/30/2011,1,23.88571,
06652V208,BANR,NA,12.79,215.07,391.175,0.013751641,K,1,9/30/2011,1,37.48249,
067774109,BKS,NA,11.83,711.59,1047.099,0.17723539,L,1,9/30/2011,1,3.719357,
067806109,B,NA,19.25,1049.125,835.8716667,0.183164142,L,1,9/30/2011,1,20.88312,
06985P100,BAS,NA,14.16,600.780905,425.999,0.386827199,L,1,9/30/2011,1,29.51977,
225447101,CREE,NA,25.98,3005.97,2283.466,0.090188294,K,1,9/30/2011,1,2.540416,
226552107,EXE,NA,2.9,30.924982,8.831,-1.340731514,L,1,9/30/2011,1,-1.371948,
228903100,CRY,NA,4.49,126.21,117.788,0.136720209,L,1,9/30/2011,1,2.672606,
231269101,CRIS,NA,3.16,241.884194,36.127,-0.469384931,K,1,9/30/2011,1,16.4557,
231561101,CW,NA,28.83,1343.71,1274.466267,0.200887583,L,1,9/30/2011,1,14.01156,
232109108,CUTR,NA,7.12,98.662815,92.82,-0.122265717,K,1,9/30/2011,1,-0.9831461,
278865100,ECL,NA,48.89,11340.43479,2409.7,0.495466598,L,1,9/30/2011,0.9,10.12477,
281479105,EDUC,NA,5.26,20.46,14.389,0.131861873,LIQ,1,9/30/2011,1,4.562737,
28238P109,EHTH,NA,13.66,292.42,168.978,0.188491993,K,1,9/30/2011,1,8.418741,
283677854,EE,NA,32.09,1342.1,1106.067,0.22152998,LU,1,9/30/2011,1,-0.1869741,
358435105,FRD,NA,8.74,59.43,60.264,0.234833165,L,1,9/30/2011,1,20.27497,
35906A108,FTR,NA,6.11,6080.77,7321.182,0.248660326,L,1,9/30/2011,1,2.454992,
359678109,FLL,NA,2.74,51.17,52.258,0.4437024,L,1,9/30/2011,1,5.109489,
361652209,GFIG,NA,4.02,487.580108,504.881,0.114552227,BKR,1,9/30/2011,1,7.462687,
371532102,GCO,NA,51.53,1246.023896,645.6405333,0.241760898,L,1,9/30/2011,1,14.37997,
431571108,HI,NA,18.4,1153.73,498.3,0.368452739,L,1,9/30/2011,1,14.72826,
433323102,HIFS,NA,47.68,101.28424,75.011,0.246608521,LIQ,1,9/30/2011,1,0.158088,
027745108,AMNB,NA,18,140.09,111.19,0.105989747,LIQ,1,9/30/2011,1,4,
029595105,AMS,NA,2.75,12.68179,22.872,0.299711438,LIQ,1,9/30/2011,1,-3.277273,
031100100,AME,NA,32.97,5323.940111,2347.369,0.249241172,L,1,9/30/2011,1,19.86654,
031652100,AMKR,NA,4.36,862.931392,776.924,0.723314679,K,1,9/30/2011,1,11.00917,
032420101,ANAC,NA,5.7,160.670101,29.742,-0.991090041,IPO,1,9/30/2011,1,18.77193,
09180C106,BJRI,NA,44.11,1221.76,337.941,0.210788484,K,1,9/30/2011,1,19.99547,
093671105,HRB,NA,13.31,4069.75,1233.877,0.414142577,L,1,9/30/2011,1,14.87603,
09578R103,NILE,NA,35.28,503.23,51.89,0.47226826,K,1,9/30/2011,1,27.9195,
218683100,CMT,NA,7.73,55.17,43.301,0.341631833,LIQ,1,9/30/2011,1,12.28978,
26882D109,EPIQ,NA,12.53,447.331651,370.941,0.161508164,K,1,9/30/2011,1,14.00424,
277432100,EMN,NA,68.53,4810.84,2152,0.589219331,L,1,9/30/2011,1,14.66511,
413875105,HRS,NA,34.17,4107.523249,2502,0.446282974,L,1,9/30/2011,1,10.47703,
416515104,HIG,NA,16.14,7189.41,21119,0.216629575,L,1,9/30/2011,1,19.2689,
452308109,ITW,NA,41.6,20442.84395,10522.604,0.274696889,L,1,9/30/2011,0.95,16.89904,
45665Q103,IPCC,NA,52.48,641.492481,667.076,0.181613489,K,1,9/30/2011,1,10.44207,
45774N108,IPHS,NA,39.88,868.023653,384.855,0.349674368,K,1,9/30/2011,1,10.9136,
48282T104,KAI,NA,17.76,219.29,237.972,0.165554754,L,1,9/30/2011,1,21.90315,
483548103,KAMN,NA,27.85,733.94,404.611,0.309763979,K,1,9/30/2011,1,20.04154,
48562P103,KS,NA,13.89,643.423859,485.09,0.295501866,L,1,9/30/2011,1,18.07055,
035623107,ANN,NA,22.84,1193.01,394.963,0.598477367,L,1,9/30/2011,1,16.63748,
03822W406,AMCC,NA,5.37,345.69,244.382,0.021032646,K,1,9/30/2011,1,25.5121,
03834A103,AREX,NA,16.99,483.202889,394.112,0.112226981,K,1,9/30/2011,1,43.67275,
04247X102,AWI,NA,34.44,2010.58,1237,0.211241611,L,1,9/30/2011,1,23.66434,
020409108,AFAM,NA,16.63,155.792301,205.149,0.223388854,K,1,9/30/2011,1,12.08659,
02076X102,ANR,NA,17.69,4005.511072,10358.044,0.060568846,L,1,9/30/2011,1,35.89598,
021441100,ALTR,NA,31.53,10215.74,2857.091,0.328846632,K,1,9/30/2011,1,20.26641,
023177108,EPAX,NA,5.73,101.441439,84.937,0.117804961,K,1,9/30/2011,1,-13.43805,
023586100,UHAL,NA,62.45,1224.84,1221.437,0.436772425,K,1,9/30/2011,0.9,21.23299,
025537101,AEP,NA,38.02,18336.05098,21655,0.178342184,LU,1,9/30/2011,1,3.314045,
025816109,AXP,NA,44.9,53600,18217.73333,0.420543807,L,1,9/30/2011,0.9,13.2069,
06643P104,BFIN,NA,6.64,139.924494,250.378,-0.00186518,K,1,9/30/2011,1,20.48193,
06652K103,BKU,NA,20.76,2019.01,1476.673,0.186925179,IPO,1,9/30/2011,1,4.961464,
073302101,BEAV,NA,33.11,3415.57,1870.5,0.174583623,K,1,9/30/2011,1,13.95349,
