Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,4.849999905,12750946,2.44413238,,Financials,,,,-0.008179952,-0.435653951,0,,,,,-0.0509,-0.008179952,-0.0281,0.397694486,0.90944881,,,-0.008762887,-0.004453608,0.060556702,0.046329898,
,MANT,,29.54000092,1096408320,1.089154406,,Information Technology,,,,0.130934149,0.078769012,0,,,,,0.0336,0.130934149,0.1155,0.217110759,0.393796227,,,0.038964115,0.010737982,0.017014217,0.01465132,
,SVBI,,4.989999771,50232728,2.176688473,,Financials,,,,0.073118208,0.051102142,7.96294E-05,,,,,-0.0495,0.073118208,0.1797,0.134090833,0.858472953,,,0.068897799,0.056513029,0.024308618,0.044148299,
,FVE,,5.920000076,285767424,1.084143839,,Health Care,,,,0.055258456,0.041551272,0,,,,,0.0017,0.055258456,0.2516,0.045936437,0.658263358,,,0.115709458,0.059358107,-0.009780405,0.012837838,
,MCPIQ,,7.460000038,1406748032,1.122959481,,Materials,,,,0.20322585,-0.353496146,1.42172E-06,,,,,0.0095,0.20322585,0.2774,0.010840098,-0.571756601,,,0.15958445,0.049651474,0.003378016,-0.074356568,
,UNIS,,2.819999933,268815264,0.145996174,,Health Care,,,,-0.110410137,-0.208626546,0,,,,,-0.0408,-0.110410137,0.4242,0.270270224,-0.107594982,,,-0.187943267,1.216666696,0.619858171,0.062411349,
,MKTG,,14.48999977,715304512,0.224156271,,,,,,0.012578571,0.00978744,0,,,,,0.0631,0.012578571,0.8649,0.89908251,0.299551593,,,0.100786751,0.162236027,0.096535543,0.030013803,
,FSP,,13.31000042,1333494400,0.810685045,,REIT,,,,0.022146166,0.015543372,0,,,,,-0.0404,0.022146166,-0.1164,0.051114968,0.359680951,,,0.040871524,-0.024237415,0.005529677,0.018692712,
,MDAS,,21.77000046,1326272000,0.346324133,,Health Care,,,,0.227170278,0.002939065,0,,,,,0.0303,0.227170278,0.1623,0.113555054,0.650492885,,,0.115608633,0.028314193,0.006458429,0.010771704,
,PLMT,,13.40999985,171277136,0.393023853,,Financials,,,,0.03153845,0.055740073,0,,,,,-0.0276,0.03153845,-0.0002,0.546712772,0.943478212,,,-0.040119314,-0.008672632,0.062692022,0.050171514,
,EAC,,18.64999962,182024224,0.125087747,,Industrials,,,,-0.008506106,0.07682494,0.42875612,,,,,-0.0421,-0.008506106,-0.0586,0.589940354,1.914062397,,,-0.129678287,-0.06010724,0.079914211,0.072954425,
,CUTR,,9.550000191,140144608,0.664670595,,Health Care,,,,0.085227271,-0.024574617,0,,,,,0.0095,0.085227271,-0.1404,-0.131818165,0.400267597,,,0.061308899,-0.042261779,-0.065581151,0.023591623,
,H,,45.25,7218409472,0.651667105,,Consumer Discretionary,,,,0.121159547,0.021888478,0,,,,,0.0896,0.121159547,0.0602,0.12927378,0.272855161,,,0.039116022,0.007478453,0.003343646,0.005372376,
,9876547D,,10.35999966,689784768,0.701273821,,,,,,-0.012392766,0.008377976,0,,,,,-0.0363,-0.012392766,0.0518,0.025742502,0.065843557,,,0.054488419,0.028861005,0.008552124,0.008658301,
,CORT,,2.109999895,210608064,0.242170214,,Health Care,,,,0.219653105,-0.185643414,0,,,,,0.1344,0.219653105,0.1921,-0.027649852,-0.417127082,,,0.03293839,0.022748816,0.000995261,-0.044502372,
,MWV,,36.95000076,6538511360,0.506078487,,Materials,,,,0.090720513,0.024470402,0,,,,,0.0255,0.090720513,0.079,0.204777322,0.341425991,,,0.024857916,0.009645467,0.00952368,0.015626522,
,CKEC,,18.31999969,422144096,0.358815867,,Consumer Discretionary,,,,-0.053719054,0.21470157,0,,,,,-0.0198,-0.053719054,0.0433,0.148589336,0.317985626,,,0.093640831,0.060534936,0.03779476,0.043509826,
,VRNT,,35.77999878,1885878272,0.275771776,,Information Technology,,,,0.008739711,0.014494573,0,,,,,-0.017,0.008739711,0.0829,0.058579869,0.281977749,,,0.048644496,0.02903298,0.009927334,0.026162662,
,VSI,,48.02999878,1457611520,0.323280914,,Consumer Discretionary,,,,0.071141807,0.043469058,0,,,,,0.057,0.071141807,-0.0228,-0.213654268,-0.125455201,,,0.030314388,-0.005059338,-0.053310432,-0.02542994,
,BCBP,,10.52999973,88530936,0.936361951,,Financials,,,,-0.000948788,0.049869573,0,,,,,-0.0085,-0.000948788,0.0221,0.132716203,0.044186068,,,0.015555556,0.007711301,0.013865148,0.00045584,
,EPAX,,3.640000105,61693712,1.013442018,,Consumer Discretionary,,,,0.025352156,-0.07318412,0,,,,,0.0196,0.025352156,0.0866,-0.251752678,-0.232233108,,,-0.017857142,0.00021978,-0.066126372,-0.057417581,
,MACK,,4.78000021,488411584,-0.065655691,,Health Care,,,,-0.290801132,-0.197937566,0,,,,,-0.0421,-0.290801132,-0.0285,-0.212520581,-0.400250899,,,-0.081903762,0.043514642,-0.036506275,-0.074372382,
,CVGW,,27.15999985,399385696,0.268337101,,Consumer Staples,,,,-0.001103372,0.041648963,0,,,,,-0.0184,-0.001103372,-0.0423,0.090325171,0.033935644,,,-0.019263623,-0.028766569,-0.002028719,0.011539028,
,NYX,,42.15999985,10244880384,0.729339922,,,,,,0.018357447,0.044119598,0,,,,,0.0238,0.018357447,0.0944,0.238430507,0.721595176,,,0.019093928,0.019440228,0.022924573,0.042167932,
