Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,5.840000153,90572912,0.88406123,,Financials,,,,-0.045751591,0.082497072,0,,,,,-0.0267,-0.045751591,0.1019,0.339449535,0.471032773,,,-0.015119863,0.036095889,0.059691779,0.039828766,
,MANT,,33.49000168,1257788416,0.93370001,,Information Technology,,,,0.158823603,0.041104688,0,,,,,0.0568,0.158823603,0.2325,0.193891834,0.143956304,,,0.097312626,0.047399221,0.008292027,-0.006381009,
,SVBI,,5.679999828,57304832,0.559987681,,Financials,,,,0.094412286,0.050624003,0.469297249,,,,,0.0235,0.094412286,0.1711,0.208510651,0.208510651,,,0.081232397,0.03996479,0.019982395,0.015088029,
,FVE,,3.589999914,176038944,1.081942414,,Health Care,,,,0.097859307,-0.593953801,0,,,,,0.0316,0.097859307,0.0621,-0.224622068,-0.184090946,,,0.048607244,0.02891365,-0.077075211,-0.005710307,
,FSP,,10.47000027,1048962176,0.89068418,,REIT,,,,0.004798483,0.021885441,0,,,,,0.0058,0.004798483,0.0224,-0.068478315,-0.07317048,,,-0.090257877,-0.006246418,-0.023228271,-0.025759312,
,MDAS,,30.12999916,1786326656,0.247819185,,Health Care,,,,0.272381705,-0.019578166,0,,,,,0.0269,0.272381705,0.4266,0.443698991,0.55791101,,,0.25084634,0.122734819,0.053020247,0.037643546,
,FSNN,,2.269999981,20637248,0.214472104,,Telecommunication Services,,,,-0.149812766,-0.644480553,1.17264E-05,,,,,0.0365,-0.149812766,0.0708,-0.2557377,-0.355113638,,,-0.002070485,-0.004140969,-0.000396476,-0.05938326,
,EAC,,2.569999933,35571116,2.980198878,,Industrials,,,,-0.140468253,-2.036933561,0,,,,,0.0708,-0.140468253,-0.2419,-0.314666685,-0.756628804,,,-0.269338528,-0.13431907,-0.126498058,-0.184007787,
,CUTR,,14.22000027,183844368,0.267780844,,Health Care,,,,0.047899822,-0.044140596,0,,,,,0.0684,0.047899822,-0.028,-0.041132816,0.402366843,,,-0.005414908,-0.026821378,-0.016624472,0.005421941,
,H,,49.29000092,6842731520,0.603560122,,Consumer Discretionary,,,,-0.022023821,0.039311786,0,,,,,-0.0203,-0.022023821,-0.0379,-0.142185839,-0.163583902,,,-0.004696693,-0.005124772,-0.028488537,-0.014635828,
,CORT,,5.28000021,574336960,0.023465319,,Health Care,,,,0.430894344,-0.019608698,0,,,,,0.0667,0.430894344,0.056,-0.137254852,0.742574343,,,0.193882568,-0.010492424,-0.057481058,0.03403409,
,CKEC,,21.85000038,537027840,0.528885028,,Consumer Discretionary,,,,-0.146817655,-0.017790512,0,,,,,0.013,-0.146817655,-0.0839,-0.214876017,-0.262820485,,,-0.041235697,0.010032036,-0.037061784,-0.020929061,
,VRNT,,46.84999847,2911237632,0.360522605,,Information Technology,,,,-0.015342651,0.003014869,0,,,,,0.003,-0.015342651,-0.1215,-0.27555281,-0.221631508,,,0.042204911,-0.02204269,-0.060787622,-0.016397012,
,VSI,,30.5,888177024,0.636361861,,Consumer Discretionary,,,,0.063088164,0.066031882,0,,,,,0.0225,0.063088164,-0.148,-0.23173805,-0.362724622,,,-0.070885246,-0.060255738,-0.052927869,-0.039586885,
,BCBP,,11.18000031,121209392,0.727674634,,Financials,,,,0.116883122,0.056002261,0.082501858,,,,,-0.0132,0.116883122,-0.0102,-0.043927709,-0.042087976,,,0.027155634,-0.023372092,-0.029821108,-0.01076923,
,MACK,,9.409999847,1087552512,-0.129783158,,Health Care,,,,0.007494614,-0.100405267,0,,,,,0.0754,0.007494614,-0.0674,-0.202542399,0.027292577,,,-0.039234857,-0.04290117,-0.056408077,-0.003931987,
,CVGW,,56.58000183,983546816,0.201820591,,Consumer Staples,,,,0.117838043,0.021721386,0,,,,,0.0462,0.117838043,-0.0134,0.139109074,0.338333849,,,0.084132199,0.005553199,-0.000889007,0.022110286,
,SBRA,,20.68000031,1346972288,0.78636958,,REIT,,,,-0.067832589,0.049216306,4.30595E-05,,,,,0.0487,-0.067832589,-0.118,-0.189658563,-0.220759525,,,-0.168534814,-0.077664409,-0.062108316,-0.062176015,
,RGC,,18.75,2933726720,-0.30752694,,Consumer Discretionary,,,,-0.032507698,0.049254758,0,,,,,0.007,-0.032507698,-0.0024,-0.094737236,-0.114489317,,,0.0104,0.018325333,-0.016112,-0.009733333,
,AMRC,,6.829999924,317717216,0.90405546,,Industrials,,,,0.054012331,0.033473162,0,,,,,0.0194,0.054012331,0.2046,-0.05922869,-0.114137498,,,0.022767204,0.0522694,-0.021654466,0.007891655,
