Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,5.460000038,14356524,3.766998195,,Financials,,,,-0.202919691,-0.856753348,0,,,,,-0.1402,-0.202919691,-0.4423,-0.432275855,-0.502251181,,,6.4062,7.5246,8.7676,8.7051,
,AQQSQ,,16.76000023,48986128,-0.645019341,,REIT,,,,-0.007696813,-0.431611986,2.04139E-05,,,,,-0.0261,-0.007696813,-0.0164,-0.055774635,0.468886981,,,16.8896,16.8968,17.5384,15.92,
,MANT,,40.79999924,1502341632,0.686299975,,Information Technology,,,,-0.081701576,0.089016371,0,,,,,-0.0642,-0.081701576,-0.0617,0.027973755,0.021851882,,,44.0695,43.8764,43.5624,42.2332,
,SVBI,,3.25999999,32817442,3.199548582,,Financials,,,,0.061889271,-0.012005811,0.000121886,,,,,0.0482,0.061889271,-0.2329,-0.407272729,-0.346693359,,,3.3231,3.5321,4.0418,3.9124,
,FVE,,4.949999809,235409136,0.97544639,,Health Care,,,,-0.165261391,0.101848214,0,,,,,-0.1081,-0.165261391,-0.4093,-0.226562541,0.356164296,,,5.603,6.1644,7.1503,6.8949,
,MCPIQ,,63.63000107,5338270720,0.12173699,,Materials,,,,0.115924247,-0.007913611,3.74653E-07,,,,,0.0547,0.115924247,-0.1319,0.386576638,3.951750909,,,57.295,56.8242,59.6325,50.6224,
,UNIS,,4.480000019,286053824,0.214515573,,Health Care,,,,-0.070539448,-0.13928148,0,,,,,-0.082,-0.070539448,-0.1957,-0.050847411,-0.24579125,,,48.48,47.201,49.781,51.7022,
,MKTG,,14.56999969,683596672,-0.097525343,,,,,,-0.151920871,0.014031666,0.090737715,,,,,-0.0973,-0.151920871,-0.0882,0,0,,,16.3385,16.3006,#N/A N/A,#N/A N/A,
,FSP,,12.60999966,1026925632,0.906687849,,REIT,,,,0.001816719,0.019769689,0,,,,,-0.0374,0.001816719,-0.0945,-0.122550827,0.085758477,,,13.1185,12.9342,13.3615,13.6775,
,MDAS,,12.67000008,742645696,0.571920121,,Health Care,,,,-0.040151496,-0.072462549,0,,,,,-0.0178,-0.040151496,-0.2091,-0.359130006,-0.464043976,,,13.04,13.5626,14.5578,16.9567,
,CUTR,,8.109999657,111277304,0.840494842,,Health Care,,,,-0.042503022,-0.11102893,0,,,,,-0.0448,-0.042503022,-0.0826,0.003712838,0.043758002,,,8.4813,8.3936,8.5733,8.3714,
,H,,38.79000092,6749669376,0.76388923,,Consumer Discretionary,,,,-0.03387299,0.008000392,0,,,,,-0.0635,-0.03387299,-0.1246,-0.188493692,0.020789498,,,40.9115,41.1784,42.1358,43.4331,
