Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,33.79999924,1246854912,0.856854299,,Information Technology,,,,-0.025471354,0.10975054,0,,,,,0.0865,-0.025471354,-0.086818062,-0.23955593,-0.134404297,,,32.704,33.152,35.358,39.4181,787675.2,0.14397
,FVE,,2.569999933,122222520,1.863551823,,Health Care,,,,-0.007722001,0.180032289,0,,,,,0.1843,-0.007722001,-0.20923079,-0.667098445,-0.599688489,,,2.383,2.6222,3.2438,5.317,107837.2,0.01971
,FSP,,10.90999985,904847040,1.030008343,,REIT,,,,-0.140944881,0.023034832,0,,,,,0.0965,-0.140944881,-0.150334998,-0.178276078,-0.099767124,,,11.0475,11.5124,11.9539,12.801,770300.55,0.140794
,MDAS,,9.56000042,559084096,0.745787653,,Health Care,,,,-0.103189441,-0.123487684,0,,,,,0.0335,-0.103189441,-0.163604535,-0.342955306,-0.484497149,,,10.452,10.107,10.6391,12.9281,82001.28,0.014988
,MITI,,6.130000114,564308800,0.247915666,,,,,,-0.066971088,-0.099566053,0,,,,,0.1676,-0.066971088,0.274428313,-0.009693044,-0.163710753,,,5.9375,5.7022,5.4182,5.6142,274928.66,0.050251
,EPAX,,4.489999771,78542224,1.095219815,,Consumer Discretionary,,,,-0.081701744,0.051360909,0,,,,,0.1281,-0.081701744,-0.400689547,-0.517392516,-0.577566478,,,4.4,5.1986,6.3721,8.1152,61194.21,0.011185
,SBRA,,10.60000038,390802912,0.844220936,,REIT,,,,0.063587881,0,0,,,,,0.0685,0.063587881,-0.065207734,-0.354576904,-0.328644845,,,10.4635,10.0186,11.2294,14.2577,283330.58,0.051787
,CQB,,8.31000042,380383616,2.154193813,,,,,,-0.064189154,0.139729993,0,,,,,0.0401,-0.064189154,-0.193986413,-0.442281837,-0.256708391,,,8.63,8.6414,9.54,12.0219,377398.65,0.06898
,NXST,,7.949999809,228949568,-0.647623008,,Consumer Discretionary,,,,-0.126373684,-0.003848009,0,,,,,0.0461,-0.126373684,0.115270303,0.15217387,0.472222161,,,8.729,8.1044,7.6304,7.5454,69748.16,0.012748
,CYNO,,12.25,154534976,0.764745969,,Health Care,,,,0.006573535,-0.030957393,0,,,,,0.1036,0.006573535,0.31557786,-0.059861838,0.292194155,,,11.9985,11.6206,11.3627,12.1956,118408.5,0.021643
