Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,35.13999939,1296286464,0.824179702,,Information Technology,,,,0.124839938,0.105565401,0,,,,,0.0275,0.124839938,0.013163811,-0.127636117,-0.106467039,,,33.9335,32.9008,33.1413,37.3937,23304,819135.6
,FVE,,3.630000114,172633360,1.319374193,,Health Care,,,,0.210000038,0.12746088,0,,,,,0.0401,0.210000038,0.401544492,-0.266666615,-0.420127798,,,3.2735,2.9036,2.8171,4.3405,41960,152314.8
,FSP,,10.18999958,845132096,1.102786185,,REIT,,,,0.043160004,0.024662417,0,,,,,0.0019,0.043160004,-0.182721102,-0.164090039,-0.276317591,,,9.9385,10.231,11.0259,11.9554,70605,719464.95
,MDAS,,10.55000019,616980928,0.675803736,,Health Care,,,,0.140540561,-0.111899731,0,,,,,-0.0028,0.140540561,-0.010318917,-0.167324378,-0.462557278,,,10.196,9.7234,10.0058,11.6358,8577,90578.82
,MITI,,10.93000031,1006181888,0.139041453,,,,,,0.520166929,-0.055840798,0,,,,,0.3346,0.520166929,0.66362253,0.931095512,0.699844572,,,8.792,7.4236,6.4804,6.0791,44849,490207.22
,EPAX,,4.510000229,78892080,1.090362936,,Consumer Discretionary,,,,0,0.051133143,0,,,,,-0.0044,0,-0.077611234,-0.458346381,-0.576837792,,,4.46,4.4102,5.025,6.8808,13629,61466.79
,SBRA,,14.22000027,524265792,0.629306747,,REIT,,,,0.176178667,0,0,,,,,0.0085,0.176178667,0.229998885,0.046099554,-0.174866864,,,13.502,11.9228,11.0661,13.1202,26730,380090.65
,CQB,,8.789999962,402355232,2.03655866,,,,,,0.053956811,0.132099686,0,,,,,0.015,0.053956811,0.050095091,-0.257601364,-0.429961095,,,8.574,8.3654,8.5984,10.6092,45415,399197.85
,NXST,,8.470000267,243924880,-0.607863405,,Consumer Discretionary,,,,0.080357156,-0.003611768,0,,,,,-0.0117,0.080357156,-0.061768832,-0.033105018,0.725051025,,,8.485,8.144,7.9572,7.7144,8774,74310.3
,CYNO,,13.93000031,175728352,0.672515269,,Health Care,,,,0.184523812,-0.027223837,0,,,,,0.1047,0.184523812,0.086913994,0.070714839,0.27622541,,,12.671,12.1024,11.7474,11.949,9666,134647.38
,IDIX,,13.39000034,1432138240,-0.001612275,,,,,,0.798522503,-0.034920512,0,,,,,-0.1007,0.798522503,1.023198596,1.004491121,2.015765804,,,12.3378,9.467,7.5613,6.3892,43574,583443.02
,FORM,,5.150000095,259873120,1.452008519,,Information Technology,,,,0.017786592,-0.228638499,0,,,,,-0.0115,0.017786592,0.343519169,-0.439608234,-0.397660821,,,5.1485,5.2971,5.9021,7.4816,50648,260837.2
,LF,,5.789999962,396821024,0.505038745,,Consumer Discretionary,,,,0.03577814,0.031215584,0,,,,,0.0527,0.03577814,0.026152363,0.484615339,0.500000031,,,5.594,5.5604,4.6456,4.29,41439,239931.81
,SAFT,,41.84999847,635567552,1.031021747,,Financials,,,,0.033843848,0.034540782,0,,,,,-0.0192,0.033843848,0.008487203,0.057013207,-0.078776145,,,41.9145,41.0314,40.4797,41.3544,12617,528778.47
,RRGB,,30.70999908,450251584,0.650027697,,Consumer Discretionary,,,,0.108664196,0.044195291,0,,,,,-0.0135,0.108664196,0.663530953,-0.10778615,0.487887597,,,30.018,28.4724,26.8924,29.8586,1297,39849.3
,NPO,,35.31000137,733717120,0.714716865,,Industrials,,,,0.070648935,0.065284016,0,,,,,0.0138,0.070648935,0.122990715,-0.236375431,-0.149361532,,,34.8095,33.9864,33.2467,38.2333,11783,416039.02
,RJET,,5.519999981,266637536,2.197740081,,Industrials,,,,0.609329409,-0.569312192,0,,,,,0,0.609329409,0.551492959,0.274826808,-0.140186929,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48192,265537.92
,NCT,,5.360000134,563739072,0.080460983,,REIT,,,,0.152688177,0.765593569,0.109240255,,,,,0.0656,0.152688177,0.038392389,-0.047194458,-0.130532285,,,2.1142,2.0067,1.9593,2.139,6731,36079.23
,RUSHA,,23.01000023,832805632,0.610031917,,Industrials,,,,0.099904405,0.054067838,0,,,,,0.0584,0.099904405,-0.376707557,0.151075562,0.20597486,,,21.7005,20.3436,18.8158,18.8447,32399,745500.99
,BANC,,12.11999989,140544304,1.362474284,,Financials,,,,0.182439013,0.030324957,0,,,,,-0.0154,0.182439013,-0.118075524,-0.164277358,-0.100845541,,,12.202,11.5832,11.6382,13.0121,10127,122739.24
,PFS,,13.84000015,835774080,1.139634519,,Financials,,,,0.033607154,0.068611843,0,,,,,-0.0233,0.033607154,-0.116160672,0.018024903,-0.021544769,,,14.08,13.3312,12.7004,13.1397,60461,836780.24
,SAIA,,15.03999996,239704512,0.914880534,,Industrials,,,,0.205128246,0.047445915,0,,,,,0.0437,0.205128246,0.250580307,-0.001990692,0.051013244,,,9.4193,8.6724,8.3487,9.1983,15926,239845.56
,IPCC,,58.25,689365504,0.944819566,,Financials,,,,0.026612589,0.077645313,0,,,,,0.0087,0.026612589,0.236369356,0.157344294,-0.012007776,,,57.3425,56.1031,55.0844,53.8906,12400,722672
,NFP,,15.39999962,637151936,0.637581049,,,,,,0.139053188,0.064279802,0,,,,,0.0274,0.139053188,0.118696933,0.359223277,0.214510982,,,14.704,13.8556,13.08,12.765,41374,637159.6
,MOH,,30.61000061,1398766848,0.558935203,,Health Care,,,,0.370801644,0.051049251,0,,,,,0.0729,0.370801644,0.368144336,0.351434928,0.497553853,,,27.2645,23.7638,20.7211,22.5754,11141,341026.35
,WRC,,58.25,2358023936,0.403354274,,,,,,0.164068724,0.070714295,0,,,,,0.0441,0.164068724,-0.163628588,0.09287056,0.140368009,,,54.358,51.4932,49.7411,51.7775,6395,372566.88
,VIAS,,16.98999977,346483872,0.787355597,,,,,,0.004137098,0.070055209,0,,,,,-0.0088,0.004137098,0.027651138,-0.242869903,-0.160158173,,,16.9193,16.9666,17.7131,19.5999,2607,44286.39
,NPTN,,5.5,136148640,1.422695078,,Information Technology,,,,0.200873382,0.058068887,0,,,,,-0.0435,0.200873382,0.258147474,-0.254742559,0,,,5.1945,4.8978,5.3859,6.6388,4388,24128.89
,SMA,,7.510000229,272733920,1.11976907,,,,,,-0.060075038,0.037960075,0,,,,,-0.0066,-0.060075038,0.062237364,-0.220145365,-0.215255959,,,7.879,7.7832,7.9769,8.5518,27244,204597.76
,IBI,,17.01000023,545757312,0.950640507,,,,,,0.092485585,0.056561771,0,,,,,-0.0076,0.092485585,-0.092571513,0.016736443,-0.19877529,,,16.857,15.8744,14.9197,16.2211,30389,516903.74
,AHT,,9.010000229,612971072,1.593882682,,REIT,,,,0.126250029,-0.207048923,0.000226764,,,,,0.0045,0.126250029,0.193424281,-0.151656969,-0.035230308,,,4.9842,4.8182,4.6412,5.6929,52190,470231.9
,CVCO,,45.52999878,313710816,0.523855091,,Consumer Discretionary,,,,0.136545113,0.072213003,0,,,,,0.0257,0.136545113,0.01859563,0.069783771,0.105365387,,,42.6805,41.5036,40.2783,40.1587,6818,310355.36
,GOOD,,18.12000084,198330656,0.702301917,,REIT,,,,0.039660686,0.006459117,1.00842E-05,,,,,0.0072,0.039660686,-0.173062023,0.089925109,0.073959653,,,17.883,17.2942,16.7837,17.1665,6425,116415.84
,MSPD,,6.409999847,223487856,0.297917754,,,,,,0.399563309,-0.036028803,0,,,,,0.1529,0.399563309,0.302622356,-0.058737166,-0.086894606,,,5.409,5.0422,5.2641,6.3215,15304,98098.74
,PRSC,,15.07999992,195944992,0.486336329,,Health Care,,,,0.095930209,0.079665828,0,,,,,0.0148,0.095930209,0.275806236,0.272573792,0.059732987,,,14.7315,13.4442,12.2449,12.4022,10370,156477.26
,NNI,,24.64999962,1161695360,0.870695574,,Financials,,,,0.007355959,0.193289056,0,,,,,-0.0016,0.007355959,0.029638667,0.23487592,0.119116653,,,24.4005,23.7918,21.8899,21.3775,25789,635698.85
