Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,4.119999886,63897332,1.103097701,,Financials,,,,0.009803912,-0.093900634,0,,,,,0.0701,0.009803912,-0.012,-0.041860534,0.095744653,,,3.9187,3.9892,4.0517,4.0851,
,MANT,,28.15999985,1049645696,1.091364437,,Information Technology,,,,0.044897924,-0.031219106,0,,,,,0.0214,0.044897924,0.0505,-0.042257112,0.037526589,,,27.3945,28.0942,28.4511,28.9298,
,SVBI,,4.699999809,47316680,1.600682888,,Financials,,,,0.035270746,-0.125727333,0.073969687,,,,,0.0108,0.035270746,0.0195,-0.002123191,-0.032921877,,,4.629,4.5621,4.5983,4.6205,
,FVE,,4.130000114,200773520,1.545910955,,Health Care,,,,0.095490752,0.011849172,0,,,,,0.0198,0.095490752,-0.0963,-0.144927499,-0.185404344,,,4.049,4.1288,4.4565,4.8806,
,MCPIQ,,1.379999995,337787552,3.523919082,,Materials,,,,0.159663806,-1.305702372,0,,,,,0.0952,0.159663806,-0.3397,-0.709473685,-0.727810661,,,1.4015,1.4674,1.8715,3.1626,
,UNIS,,3.670000076,401416672,0.015273406,,Health Care,,,,0.59912852,-0.14423666,0,,,,,0.0592,0.59912852,0.4563,0.129230793,0.211221159,,,34.2225,28.128,27.49,32.9737,
,FSP,,11.98999977,1201246976,0.831110541,,REIT,,,,0.085922056,0.010992744,0,,,,,0.0187,0.085922056,0.0036,0.015622815,-0.033170344,,,11.7465,11.7444,12.0804,12.1837,
,MDAS,,21.65999985,1301757696,0.373062509,,Health Care,,,,0.045366823,0.022865238,0,,,,,-0.0317,0.045366823,0.0198,-0.051248361,-0.059446764,,,21.7323,21.7819,22.2409,22.7515,
,PLMT,,16.62000084,212596752,0.523897938,,Financials,,,,0.179110939,0.136239146,0,,,,,0.113,0.179110939,0.2631,0.23877,0.247077712,,,14.7505,14.3074,14.023,13.7302,
,FSNN,,3.699875116,23734468,0.503799032,,Telecommunication Services,,,,0.013664389,-0.307010715,1.17551E-05,,,,,0.0481,0.013664389,-0.2674,-0.237139174,-0.471446414,,,3.5638,4.0946,4.7577,5.1423,
