Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,3.920000076,54209916,0.551098437,,Financials,,,,0.0051282,-0.088821388,0,,,,,0.1701,0.0051282,-0.0554,-0.219123488,0.866666788,,,3.631,3.7971,4.2244,4.2829,
,MANT,,28.77000046,1069353792,1.126932015,,Information Technology,,,,-0.00895626,0.074487976,0,,,,,0.0017,-0.00895626,0.0188,0.069732963,0.165234699,,,28.3765,28.5424,28.4089,27.3465,
,SVBI,,4.650000095,46810056,1.890363045,,Financials,,,,-0.071856311,-0.396047379,8.54517E-05,,,,,-0.0221,-0.071856311,-0.0211,-0.027196675,0.440966873,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
,FVE,,4.929999828,237978608,1.301852274,,Health Care,,,,-0.068052956,0.049895241,0,,,,,0.0082,-0.068052956,-0.0501,-0.04085604,0.012320317,,,4.903,5.1008,5.3265,5.5284,
,MCPIQ,,4.78000021,1116474752,1.158036097,,Materials,,,,-0.071844637,-0.49438378,1.79135E-06,,,,,0.0236,-0.071844637,-0.2164,-0.280120436,-0.457434735,,,4.7555,5.6802,6.2231,6.0874,
,UNIS,,4.449999809,447187360,0.089790105,,Health Care,,,,0.36503062,-0.138521357,0,,,,,0.1042,0.36503062,0.2899,0.286127098,0.918103421,,,32.855,33.318,32.0205,29.491,
,MKTG,,16.90999985,869115520,0.189011707,,,,,,0.012574795,0.000905518,0,,,,,0.0484,0.012574795,0.1784,0.727272718,1.642187437,,,16.321,16.5492,15.5511,12.6663,
,FSP,,12.85999966,1288410112,0.822058894,,REIT,,,,-0.053716004,0.01486328,0,,,,,-0.01,-0.053716004,0.0707,-0.040625438,0.177106392,,,13.037,13.013,12.9855,13.5155,
,MDAS,,21.54000092,1332654848,0.359294088,,Health Care,,,,-0.180053272,0.004004038,0,,,,,0.069,-0.180053272,-0.0393,0.277580079,0.337057734,,,21.6218,23.7825,23.2095,20.7475,
,PLMT,,13.43000031,171697248,0.569292759,,Financials,,,,-0.005185163,0.166677104,0,,,,,0.0379,-0.005185163,0.122,-0.033812901,0.497212921,,,13.152,13.1814,13.0957,12.7949,
,EAC,,18.90999985,260729456,0.744940763,,Industrials,,,,-0.028762172,0.041567992,0,,,,,-0.0021,-0.028762172,0.2343,-0.227532672,1.484888241,,,18.8055,18.2804,17.4978,18.3672,
