Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,5.840000153,90572912,0.88406123,,Financials,,,,-0.045751591,0.082497072,0,,,,,-0.0267,-0.045751591,0.1019,0.339449535,0.471032773,,,6.144,6.0847,5.7137,4.9481,
,MANT,,33.49000168,1257788416,0.93370001,,Information Technology,,,,0.158823603,0.041104688,0,,,,,0.0568,0.158823603,0.2325,0.193891834,0.143956304,,,30.7415,28.4588,28.4274,29.7894,
,SVBI,,5.679999828,57304832,0.559987681,,Financials,,,,0.094412286,0.050624003,0.469297249,,,,,0.0235,0.094412286,0.1711,0.208510651,0.208510651,,,5.4723,5.1309,4.9978,4.8395,
,FVE,,3.589999914,176038944,1.081942414,,Health Care,,,,0.097859307,-0.593953801,0,,,,,0.0316,0.097859307,0.0621,-0.224622068,-0.184090946,,,3.4365,3.2856,3.5466,3.9421,
,FSP,,10.47000027,1048962176,0.89068418,,REIT,,,,0.004798483,0.021885441,0,,,,,0.0058,0.004798483,0.0224,-0.068478315,-0.07317048,,,10.336,10.7894,10.9937,11.5668,
,MDAS,,30.12999916,1786326656,0.247819185,,Health Care,,,,0.272381705,-0.019578166,0,,,,,0.0269,0.272381705,0.4266,0.443698991,0.55791101,,,30.2435,25.2474,23.3053,21.8483,
,FSNN,,2.269999981,20637248,0.214472104,,Telecommunication Services,,,,-0.149812766,-0.644480553,1.17264E-05,,,,,0.0365,-0.149812766,0.0708,-0.2557377,-0.355113638,,,2.2766,2.246,2.3936,2.949,
,EAC,,2.569999933,35571116,2.980198878,,Industrials,,,,-0.140468253,-2.036933561,0,,,,,0.0708,-0.140468253,-0.2419,-0.314666685,-0.756628804,,,2.5018,2.9364,3.2147,3.8559,
,CUTR,,14.22000027,183844368,0.267780844,,Health Care,,,,0.047899822,-0.044140596,0,,,,,0.0684,0.047899822,-0.028,-0.041132816,0.402366843,,,13.807,13.8266,14.3986,14.2013,
,H,,49.29000092,6842731520,0.603560122,,Consumer Discretionary,,,,-0.022023821,0.039311786,0,,,,,-0.0203,-0.022023821,-0.0379,-0.142185839,-0.163583902,,,50.328,49.9542,51.829,55.1423,
,CORT,,5.28000021,574336960,0.023465319,,Health Care,,,,0.430894344,-0.019608698,0,,,,,0.0667,0.430894344,0.056,-0.137254852,0.742574343,,,4.7945,4.2539,4.6821,5.1033,
,CKEC,,21.85000038,537027840,0.528885028,,Consumer Discretionary,,,,-0.146817655,-0.017790512,0,,,,,0.013,-0.146817655,-0.0839,-0.214876017,-0.262820485,,,23.2945,23.1192,23.6988,26.9616,
,VRNT,,46.84999847,2911237632,0.360522605,,Information Technology,,,,-0.015342651,0.003014869,0,,,,,0.003,-0.015342651,-0.1215,-0.27555281,-0.221631508,,,47.4608,45.8135,50.6095,56.3568,
,VSI,,30.5,888177024,0.636361861,,Consumer Discretionary,,,,0.063088164,0.066031882,0,,,,,0.0225,0.063088164,-0.148,-0.23173805,-0.362724622,,,30.123,31.5556,33.7257,37.061,
,BCBP,,11.18000031,121209392,0.727674634,,Financials,,,,0.116883122,0.056002261,0.082501858,,,,,-0.0132,0.116883122,-0.0102,-0.043927709,-0.042087976,,,10.5207,10.3204,10.8745,11.4328,
,MACK,,9.409999847,1087552512,-0.129783158,,Health Care,,,,0.007494614,-0.100405267,0,,,,,0.0754,0.007494614,-0.0674,-0.202542399,0.027292577,,,9.1763,9.296,9.8371,10.8623,
,CVGW,,56.58000183,983546816,0.201820591,,Consumer Staples,,,,0.117838043,0.021721386,0,,,,,0.0462,0.117838043,-0.0134,0.139109074,0.338333849,,,52.9265,49.5843,51.3971,50.9341,
,SBRA,,20.68000031,1346972288,0.78636958,,REIT,,,,-0.067832589,0.049216306,4.30595E-05,,,,,0.0487,-0.067832589,-0.118,-0.189658563,-0.220759525,,,19.79,22.0272,23.8073,26.6737,
,RGC,,18.75,2933726720,-0.30752694,,Consumer Discretionary,,,,-0.032507698,0.049254758,0,,,,,0.007,-0.032507698,-0.0024,-0.094737236,-0.114489317,,,19.4015,19.0986,19.2077,20.6065,
,DDE,,1.059999943,34833372,3.265058577,,Consumer Discretionary,,,,0.059999943,0.016909072,0,,,,,-0.0185,0.059999943,0.0291,-0.067568319,0.346672961,,,1.0803,1.0347,1.0066,1.064,
,AMRC,,6.829999924,317717216,0.90405546,,Industrials,,,,0.054012331,0.033473162,0,,,,,0.0194,0.054012331,0.2046,-0.05922869,-0.114137498,,,6.683,6.4768,6.3938,6.7626,
,POM,,25.67000008,6510353408,0.639750255,,Utilities,,,,-0.036049535,0.035635546,0.028109073,,,,,-0.0085,-0.036049535,0.1304,-0.037096854,-0.026711007,,,26.2025,25.7954,25.6673,26.2024,
,FBMS,,17.97999954,97148800,0.693534043,,Financials,,,,0.119970499,0.083783516,0.176255394,,,,,0.1317,0.119970499,0.0216,0.091181387,0.191549624,,,16.3556,16.8063,16.9283,16.2681,
,CPSI,,48.72000122,550666944,0.140484968,,Health Care,,,,0.302038158,0.03939667,0,,,,,0.2186,0.302038158,0.0754,-0.040965216,-0.124699175,,,41.6015,42.787,45.6093,49.5137,
,CME,,97.65000153,33028782080,0.868236693,,Financials,,,,0.033661483,0.038203044,0,,,,,0.0034,0.033661483,0.0394,0.047565418,0.20420447,,,96.5225,93.4876,94.5781,94.4713,
,NXST,,58.59000015,1794072960,0.03136606,,Consumer Discretionary,,,,0.104535919,0.044488715,0,,,,,-0.0133,0.104535919,0.2649,0.037142132,0.15814789,,,57.547,52.918,51.987,54.3324,
,CYNO,,42.06000137,955843264,0.407882772,,Health Care,,,,0.117428322,0.033037843,0,,,,,0.046,0.117428322,0.3293,0.178151274,0.52557134,,,38.962,35.2896,35.8216,34.8183,
,CEVA,,25.38999939,519049056,0.353885626,,Information Technology,,,,0.086435536,0.003909072,0,,,,,0.012,0.086435536,0.319,0.23612455,0.475305098,,,25.3085,22.8024,20.6197,20.5188,
,CYTK,,11.81999969,459174752,0.146567292,,Health Care,,,,0.372822319,-0.043183995,0,,,,,-0.0158,0.372822319,0.7081,0.855572984,1.531049144,,,11.312,8.7511,7.8122,7.3582,
,BDSI,,6.130000114,322838336,0.061014479,,Health Care,,,,0.139405202,-0.202853734,6.4836E-06,,,,,0.0049,0.139405202,-0.0919,-0.280516457,-0.600651468,,,5.8273,5.9817,6.7296,8.5482,
,FORM,,8.710000038,506575456,0.577015749,,Information Technology,,,,0.057038869,-0.00547796,0,,,,,0.0116,0.057038869,0.3098,-0.064446869,0.083333343,,,8.6255,7.7805,7.3002,8.206,
,SAFT,,56.00999832,845363008,0.757241538,,Financials,,,,-0.021432206,-0.016292409,0,,,,,0.0116,-0.021432206,0.0785,0.029822794,-0.010963682,,,55.975,56.3202,55.9885,57.2443,
,RRGB,,67.48000336,939857664,0.418062248,,Consumer Discretionary,,,,-0.098945067,0.042508564,0,,,,,0.0161,-0.098945067,-0.1435,-0.190790216,0.001930288,,,67.852,74.108,79.4926,81.1994,
,CAPR,,4.21999979,68596040,0.028072553,,Health Care,,,,0.065656502,-0.166763008,0,,,,,0.0193,0.065656502,-0.1134,-0.28474581,0.076530538,,,4.1177,4.2341,4.3323,5.4594,
,STX,,35.93999863,10747204608,0.178837202,,Information Technology,,,,-0.040372865,0.129894242,0,,,,,0.0357,-0.040372865,-0.2894,-0.336413943,-0.431244947,,,35.9588,40.1105,44.7042,50.0054,
,INBK,,32.25,144523440,0.712078262,,Financials,,,,0.049463081,0.05615698,0,,,,,0.0258,0.049463081,0.0313,0.359746083,0.827139544,,,30.7515,31.1016,30.7231,25.8574,
,NPO,,50.13999939,1100951296,0.439347319,,Industrials,,,,0.025041733,-0.021526838,0,,,,,0.0121,0.025041733,0.0611,-0.164000986,-0.211421543,,,50.3345,46.3532,47.666,55.6072,
,SJM,,121.1900024,14503676928,0.498714923,,Consumer Staples,,,,0.038400118,0.026407097,0,,,,,-0.011,0.038400118,0.0355,0.034539585,0.2091969,,,117.486,116.7752,114.1089,114.3611,
,EEQ,,24.94000053,1827745664,0.173328273,,Energy,,,,-0.062331491,-0.165285579,0,,,,,0.0175,-0.062331491,-0.095,-0.28166562,-0.264876023,,,23.3568,23.5239,24.4893,27.9285,
,SPOK,,18.46999931,387896320,0.691259438,,Telecommunication Services,,,,0.039079965,0.047499806,0,,,,,0.0188,0.039079965,0.1347,0.087753823,0.207070849,,,18.1235,17.5062,16.9619,17.6402,
,RJETQ,,4.239999771,215811360,2.965552879,,Industrials,,,,-0.263888958,0.117232012,0,,,,,-0.0275,-0.263888958,0.3766,-0.594646295,-0.680722902,,,4.7328,5.1089,4.9488,8.4884,
,MGNX,,34.58000183,1186521088,0.285983974,,Health Care,,,,0.112970781,-0.009023577,0,,,,,-0.0035,0.112970781,0.3123,0.068933646,0.223637705,,,33.2595,28.8134,30.3956,31.9966,
,WHG,,58.34999847,502621472,0.252816497,,Financials,,,,0.004302926,0.056495796,0,,,,,0.0418,0.004302926,0.0616,0.047384471,0.01423043,,,57.4895,57.0172,57.1506,58.4695,
,RNG,,22.90999985,1625370368,0.063299419,,Information Technology,,,,0.23837837,-0.021704592,0,,,,,0.0142,0.23837837,0.3312,0.340550008,0.821144673,,,21.753,19.9188,19.1124,17.9767,
,WYNN,,62.77000046,6375455744,-0.027736684,,Consumer Discretionary,,,,-0.096061023,0.047444293,0,,,,,0.0422,-0.096061023,-0.1575,-0.368983466,-0.639164795,,,65.567,65.625,77.3881,98.5713,
,SITO,,2.690000057,46148964,0.11514226,,Information Technology,,,,-0.250696345,-0.098121228,0,,,,,-0.0973,-0.250696345,-0.3049,0,0,,,3.2675,3.5929,3.8374,3.6327,
,HNNA,,29.51000023,149474144,0.211140196,,Financials,,,,0.059894483,0.07619378,0,,,,,0.0966,0.059894483,0.1955,0.52353194,0.524346265,,,28.3675,26.9852,24.7114,22.5425,
,NCT,,4.349999905,289216928,0.348620479,,REIT,,,,-0.115853692,0.044461436,0.21293022,,,,,0.0093,-0.115853692,-0.0866,-0.103840662,-0.014659019,,,4.522,4.6428,4.7211,4.8343,
,RUSHA,,24.32999992,964961728,0.862396864,,Industrials,,,,-0.00205083,0.083803324,0,,,,,0.0331,-0.00205083,-0.0466,-0.0843056,-0.306442456,,,24.267,25.0608,25.0438,26.1239,
,DKS,,39.02999878,4487756288,0.390179161,,Consumer Discretionary,,,,-0.123905736,0.07953529,0,,,,,-0.0071,-0.123905736,-0.2193,-0.269580018,-0.22082249,,,41.365,45.3374,47.9578,51.5767,
,TZOO,,8.5,125208864,0.187989885,,Information Technology,,,,-0.049216958,0.106589898,0,,,,,-0.0012,-0.049216958,-0.1146,-0.295190738,-0.352627576,,,9.138,9.012,9.152,10.259,
,BANC,,15.02000046,567898880,1.119097146,,Financials,,,,0.151840529,0.080199137,0.007043507,,,,,0.0225,0.151840529,0.224,0.17947537,0.420647143,,,14.418,13.2058,12.9646,12.8162,
,HALO,,17.79999924,2278649856,0.013955194,,Health Care,,,,0.137380171,-0.01835429,0,,,,,0.0096,0.137380171,0.0195,0.025936533,1.027334827,,,16.9705,15.6146,18.0431,17.5584,
,PFS,,20.87999916,1373130112,0.862243848,,Financials,,,,0.035985707,0.060756078,0,,,,,0.0102,0.035985707,0.1115,0.167532831,0.249992141,,,20.602,20.2672,19.7232,19.128,
,ICLD,,1.590000033,41313328,0.722067222,,Information Technology,,,,0.03246758,-0.829611209,0,,,,,0.2137,0.03246758,-0.1497,-0.447916677,-0.561983476,,,1.5035,1.662,1.8329,2.1994,
,GALT,,2,57382288,0.026332167,,Health Care,,,,-0.267399273,-0.347737964,0.159239032,,,,,-0.0826,-0.267399273,-0.095,-0.203187248,-0.496221666,,,2.453,2.513,2.4317,2.8093,
,CBIO,,3,34283948,1.056062738,,Health Care,,,,-0.222797906,0,0,,,,,-0.0683,-0.222797906,-0.7458,-0.75176528,-0.719075942,,,3.3326,4.1915,9.2071,13.7199,
,SAIA,,24.51000023,616095040,0.671695068,,Industrials,,,,0.038119424,0.092839572,0,,,,,0.0234,0.038119424,-0.3473,-0.401318978,-0.558139541,,,23.9355,28.3736,33.7094,38.0462,
,PRAA,,41.31000137,1991407232,0.567575016,,Financials,,,,-0.246167848,0.087442687,0,,,,,0.0374,-0.246167848,-0.2248,-0.272198686,-0.294087474,,,42.196,49.1782,53.7076,55.0963,
