Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,6.039999962,93674728,0.857146871,,Financials,,,,0.088288244,0.082391486,0,,,,,0.0578,0.088288244,0.0307,0.092224183,0.455421644,,,5.8029,5.67,5.7839,5.6063,
,MANT,,31.98999977,1205585280,1.066512657,,Information Technology,,,,0.106119249,0.042408447,0,,,,,0.0276,0.106119249,0.0655,0.26172117,-0.029993831,,,30.9955,29.2044,29.9571,29.069,
,SVBI,,5.050000191,50948836,0.584449074,,Financials,,,,-0.015594527,0.047694907,0.527843266,,,,,-0.0232,-0.015594527,-0.1217,0.083691064,0.020202098,,,5.1687,5.2083,5.3603,5.1021,
,FVE,,2.289999962,113290904,1.62812718,,Health Care,,,,-0.033755244,-0.359772926,0,,,,,0.0957,-0.033755244,-0.2799,-0.258899668,-0.48423425,,,2.369,2.377,2.8381,3.3062,
,FSP,,10.60999966,1062988416,0.880212791,,REIT,,,,0.115667655,0.032939211,0,,,,,0.0547,0.115667655,0.0459,0.023663723,-0.114491651,,,10.0955,9.6314,9.9036,10.5536,
,FSNN,,1.789999962,26331606,0.548903132,,Telecommunication Services,,,,-0.113861397,-0.372481876,8.88666E-06,,,,,-0.0219,-0.113861397,-0.4509,-0.047872358,-0.566952965,,,1.8745,1.9312,2.2688,2.3284,
,EAC,,1.649999976,22927444,3.830736649,,Industrials,,,,-0.029411806,-3.778528474,0,,,,,-0.0517,-0.029411806,-0.1952,-0.472843477,-0.618055576,,,1.793,1.7713,1.9879,2.7543,
,CUTR,,11.25,146165664,0.341160835,,Health Care,,,,-0.049027889,-0.030376491,0,,,,,0.035,-0.049027889,-0.1204,-0.139908252,-0.129256971,,,11.6495,11.3092,12.1267,13.3794,
,H,,49.49000168,6713433088,0.558432625,,Consumer Discretionary,,,,0.072372699,0.018470431,0,,,,,0.0472,0.072372699,0.0525,0.050743169,-0.164302589,,,47.83,43.9054,45.677,49.347,
,CORT,,4.679999828,513211648,0.036043609,,Health Care,,,,0.225130867,-0.012486077,0,,,,,0.0909,0.225130867,-0.0602,0.244680809,-0.164285731,,,4.161,3.8906,4.3084,4.6101,
,CKEC,,30.04000092,737441024,0.24941521,,Consumer Discretionary,,,,0.369188705,-0.000607506,0,,,,,-0.0138,0.369188705,0.3095,0.495271314,-0.105952313,,,29.6705,24.6632,23.5692,23.9999,
,VRNT,,33.38000107,2078453504,0.514637937,,Information Technology,,,,-0.060512181,0.008694445,0,,,,,-0.0501,-0.060512181,-0.177,-0.22641947,-0.461004345,,,35.608,35.064,38.9122,45.9584,
,VSI,,30.95999908,798379776,0.596087234,,Consumer Discretionary,,,,0.122145666,0.066598631,0,,,,,0.0382,0.122145666,-0.0532,-0.051470599,-0.24836125,,,30.616,29.8018,30.5995,32.8398,
,BCBP,,10.01000023,112331192,0.908776967,,Financials,,,,0.018311323,0.054419435,0.089022468,,,,,-0.0167,0.018311323,-0.0245,0.028619289,-0.125465918,,,10.0145,10.0676,10.3224,10.7325,
,MACK,,8.369999886,971426944,-0.189337964,,Health Care,,,,0.445595845,-0.152133931,0,,,,,0.027,0.445595845,0.0595,-0.016451274,-0.295454562,,,7.7045,6.64,7.3913,8.8635,
,CVGW,,57.06000137,992843968,0.168922817,,Consumer Staples,,,,0.065347272,0.028479802,0,,,,,0.0608,0.065347272,0.1645,0.298288257,0.127102082,,,54.2215,52.3154,52.0641,51.7185,
,SBRA,,20.09000015,1309642752,0.804535434,,REIT,,,,0.008787308,0.052793787,4.42869E-05,,,,,0.0513,0.008787308,0.0199,-0.089998004,-0.344201489,,,20.4045,19.0036,19.4418,22.1968,
,RGC,,21.13999939,3314794496,-0.264812796,,Consumer Discretionary,,,,0.085667915,0.046217043,0,,,,,-0.0005,0.085667915,0.1328,0.157551389,-0.031381379,,,21.0415,19.34,18.9817,19.2291,
,DDE,,1.070000052,35325640,3.242007788,,Consumer Discretionary,,,,-0.044642814,0.053020979,0,,,,,0,-0.044642814,0.1017,0.070133809,-0.085470007,,,1.0859,1.0323,1.0241,1.0064,
,AMRC,,4.769999981,223089280,1.297875075,,Industrials,,,,-0.071984415,-0.011434884,0,,,,,0.0171,-0.071984415,-0.2368,-0.188775529,-0.355405416,,,4.905,4.9536,5.6031,6.0664,
,FBMS,,15.63000011,84902376,0.739397929,,Financials,,,,-0.131672733,0.09960852,0.20167869,,,,,0.0019,-0.131672733,-0.1459,-0.101378692,-0.030143982,,,16.5789,16.9977,17.087,17.0371,
,CPSI,,52.11999893,704087104,0.103759619,,Health Care,,,,-0.08012709,0.026052805,0,,,,,0.0224,-0.08012709,0.0594,0.270819711,0.01268193,,,52.6885,53.6634,50.13,48.898,
,CME,,96.05000305,32504842240,0.855841743,,Financials,,,,0.057171387,0.038363515,0,,,,,0.0092,0.057171387,0.067,0.081072099,0.069758376,,,95.241,91.9018,92.7121,93.4774,
,NXST,,44.27000046,1356999552,0.059450278,,Consumer Discretionary,,,,-0.009176362,0.056288154,0,,,,,0.0402,-0.009176362,-0.2408,-0.055576813,-0.212965256,,,46.2365,43.9079,50.0475,50.8416,
,CYNO,,44.11999893,1003990848,0.402794492,,Health Care,,,,0.084829135,0.015743171,0,,,,,0.0787,0.084829135,-0.0123,0.468708309,0.438539251,,,41.67,39.0562,39.6997,37.6836,
,CEVA,,22.5,461462944,0.399743924,,Information Technology,,,,0.147373753,0.013580722,0,,,,,0.0891,0.147373753,-0.0368,0.211631684,0.055347107,,,20.823,20.3641,22.278,20.9599,
,CYTK,,7.050000191,279232416,0.24563767,,Health Care,,,,0.119047615,-0.13430031,0,,,,,0.0586,0.119047615,-0.326,0.053811679,0.039823005,,,6.471,6.8544,8.8624,7.9104,
,BDSI,,3.230000019,172699072,0.18350889,,Health Care,,,,-0.167525793,-0.218136667,1.21193E-05,,,,,0.0875,-0.167525793,-0.3257,-0.419064739,-0.692380951,,,3.214,3.6155,4.3817,5.7528,
,APPY,,2.700000048,10459136,1.536516592,,Health Care,,,,0.606186827,-0.83731247,0,,,,,0.1245,0.606186827,0.1084,0.099348513,-0.271255033,,,2.0974,1.9805,2.1844,2.6825,
,FORM,,7.269999981,428295744,0.680370973,,Information Technology,,,,-0.043421043,-0.003555954,0,,,,,-0.0396,-0.043421043,-0.1922,0.07227135,-0.180383306,,,7.63,7.5088,8.05,7.7207,
,SAFT,,57.06000137,861155200,0.743267889,,Financials,,,,0.031639847,-0.016086531,0,,,,,0.0224,0.031639847,0.0248,0.080259981,0.004356329,,,56.065,55.7976,55.5754,56.0441,
,RRGB,,64.47000122,878752576,0.425957224,,Consumer Discretionary,,,,-0.009677377,0.054286043,0,,,,,0.0888,-0.009677377,0.0442,-0.148798481,-0.258965503,,,64.531,63.0228,63.3921,73.1006,
,CAPR,,2.539999962,45598904,-0.022627167,,Health Care,,,,0.034359848,-0.281965966,0,,,,,-0.0627,0.034359848,-0.1736,-0.372839545,-0.705336427,,,2.4643,2.4376,2.9528,3.7176,
,STX,,34.45000076,10211736576,0.178324218,,Information Technology,,,,0.098533166,0.061497865,0,,,,,0.0367,0.098533166,-0.0415,-0.202959476,-0.29978621,,,34.8935,32.0923,33.4657,40.3407,
,INBK,,23.37000084,104955232,0.99404287,,Financials,,,,-0.103068659,0.085074368,0,,,,,0.0068,-0.103068659,-0.1834,-0.26521748,0.269660596,,,23.7025,24.8732,27.2027,28.4487,
,NPO,,57.68000031,1257153920,0.365746781,,Industrials,,,,0.115759724,-0.016624854,0,,,,,-0.0048,0.115759724,0.3204,0.483693753,-0.112034796,,,57.4775,49.3702,48.0758,48.5125,
,SJM,,129.8399963,15539809280,0.471402176,,Consumer Staples,,,,0.017794126,0.026216538,0,,,,,0.0088,0.017794126,0.0582,0.150695671,0.147605442,,,128.634,127.1986,123.8629,118.4033,
,EEQ,,17.95000076,1362609920,0.09782697,,Energy,,,,0.075494319,-0.376043057,0,,,,,0.0281,0.075494319,-0.1673,-0.201301366,-0.459864602,,,16.7844,15.8027,18.1419,21.8694,
,SPOK,,17.51000023,361688000,0.92221194,,Telecommunication Services,,,,-0.004249819,0.232891332,0,,,,,0.0454,-0.004249819,-0.0369,0.087331884,-0.052628813,,,16.9465,17.1566,17.3962,17.0975,
,MGNX,,18.75,647364544,0.48401939,,Health Care,,,,0.173341711,-0.031110755,0,,,,,0.1447,0.173341711,-0.3946,-0.124649863,-0.402295203,,,17.0485,17.725,24.2452,27.5756,
,WHG,,58.65000153,512541536,0.239834221,,Financials,,,,0.194541756,0.052883519,0,,,,,0.0342,0.194541756,0.1372,0.101925862,0.011732621,,,57.2765,50.9818,52.3356,54.9527,
,RNG,,15.75,1134109312,0.097108805,,Information Technology,,,,-0.148648649,-0.028303268,0,,,,,0.0825,-0.148648649,-0.3321,-0.132231387,0.027397265,,,16.0265,18.0848,20.4249,19.4753,
,WYNN,,93.43000031,9506493440,-0.007954773,,Consumer Discretionary,,,,0.132759414,0.027252951,0,,,,,-0.0004,0.132759414,0.3591,0.783230224,-0.240530226,,,88.734,76.926,70.5959,77.1976,
,SITO,,2.549999952,43751676,0.119529135,,Information Technology,,,,-0.08602151,-0.100110931,0,,,,,-0.086,-0.08602151,0.226,-0.362500012,0,,,2.5868,2.5524,2.5816,3.2602,
,HNNA,,26.70000076,135248912,0.270434708,,Financials,,,,0.050767451,0.095919441,0,,,,,-0.0111,0.050767451,-0.1062,0.129320426,0.332715948,,,26.643,26.6827,28.0364,25.6016,
