Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,AQQSQ,,3.950000048,14080960,-0.650523828,,REIT,,,,-0.036585332,-1.235356112,7.10179E-05,,,,,-0.0814,-0.036585332,0.0128,-0.268518523,-0.712727269,,,4.4041,4.0254,4.1613,5.4096,
,MANT,,24,886449600,1.274588028,,Information Technology,,,,0.113309009,0.130123585,0,,,,,-0.0128,0.113309009,0.0335,-0.288030789,-0.216061118,,,23.4878,22.4769,22.6611,28.0064,
,SVBI,,3.170000076,31911438,3.348579904,,Financials,,,,0.048172132,0.059947158,0.000125347,,,,,-0.0246,0.048172132,0.016,-0.156914871,0.23352306,,,3.1054,2.9298,3.0424,3.0659,
,FVE,,5.110000134,244909008,1.167654037,,Health Care,,,,0.110869617,0.253396151,0,,,,,0.0119,0.110869617,0.6645,0.53453461,1.052208881,,,5.009,4.3258,3.7516,3.55,
,MCPIQ,,11.5,1402327168,1.153509022,,Materials,,,,0.069767442,-0.007380589,1.4262E-06,,,,,-0.1154,0.069767442,-0.4664,-0.635268007,-0.67403627,,,12.2055,12.7936,16.9053,22.8121,
,UNIS,,3.119999886,255391040,0.171286354,,Health Care,,,,0.064846353,-0.204791836,0,,,,,0,0.064846353,-0.0769,-0.227722793,-0.290909132,,,31.335,30.927,35.3805,36.4815,
,MKTG,,10.22999954,496215360,0.297286243,,,,,,0.081395296,0.011045607,0,,,,,0.0069,0.081395296,-0.1559,-0.153846202,-0.063186862,,,9.9128,10.1111,10.773,10.985,
,FSP,,11.06999969,918117056,0.981381372,,REIT,,,,0.015596338,0.021559342,0,,,,,-0.0514,0.015596338,0.0655,0.055907011,0.047029954,,,11.604,10.9788,10.6173,10.4519,
,MDAS,,17.79999924,1041091776,0.408972575,,Health Care,,,,0.047058779,0.004971704,0,,,,,0.016,0.047058779,0.3234,0.36503062,0.787148511,,,17.4775,16.1619,14.2578,13.1732,
,PLMT,,8.499875069,108390408,0.828228269,,Financials,,,,0.096758073,-0.142881647,0,,,,,0.0625,0.096758073,0.1333,0.51783486,-0.111820759,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
,EAC,,7.309999943,70197928,1.246375819,,Industrials,,,,0.303030262,0.159278205,0,,,,,-0.0108,0.303030262,0.0625,0,0,,,6.6125,6.429,6.7137,#N/A N/A,
,CUTR,,7.460000038,105373248,0.832099244,,Health Care,,,,0.004037713,-0.099484454,0,,,,,0.0448,0.004037713,0.0368,-0.175690621,0.0081081,,,7.1765,7.1316,7.0996,7.7763,
,H,,40.15000153,6654296576,0.732308799,,Consumer Discretionary,,,,0.057413754,0.017131788,0,,,,,-0.0062,0.057413754,0.0805,-0.062572967,0.265763001,,,39.9185,38.0814,37.3275,39.0812,
,9876547D,,9.739999771,651587520,0.731872507,,,,,,0.005159979,0.007793274,0,,,,,-0.0211,0.005159979,0.0052,-0.013186329,0.136266431,,,9.8345,9.764,9.6379,9.6208,
,XPL,,1.850000024,63741752,0.166798051,,Materials,,,,0.466508143,-0.097675382,0,,,,,-0.0263,0.466508143,0.4015,0.401515114,0.101190525,,,1.5518,1.3558,1.2784,1.3761,
,CORT,,2.789999962,278112224,0.117945193,,Health Care,,,,-0.05102044,-0.125855669,0,,,,,-0.0211,-0.05102044,-0.3786,-0.300751891,-0.076158947,,,2.791,3.1216,3.6469,3.6346,
,MWV,,30.60000038,5312481280,0.595766793,,Materials,,,,0.06955609,0.044988394,0,,,,,-0.0033,0.06955609,0.0737,0.109724846,0.405636671,,,30.037,29.0198,28.4838,27.9068,
,CKEC,,11.27999973,200520208,0.281672359,,Consumer Discretionary,,,,-0.073891671,0.040778932,0,,,,,-0.0925,-0.073891671,-0.23,-0.164444464,0.61373392,,,12.1522,12.7737,13.5461,11.6067,
,VRNT,,27.44000053,1091368320,-0.104694276,,Information Technology,,,,-0.035161743,0.034400852,0.261636709,,,,,-0.0036,-0.035161743,-0.0701,-0.104438607,-0.011171152,,,27.8045,28.072,28.5384,28.7428,
,VSI,,58.31999969,1733340416,0.233914232,,Consumer Discretionary,,,,0.0752212,0.032410829,0,,,,,-0.0164,0.0752212,0.0617,0.309384789,0.53433313,,,57.9045,56.6262,54.6242,48.9291,
,BCBP,,10.52000046,91789104,0.858053915,,Financials,,,,0.001904806,0.004401394,0,,,,,0.0154,0.001904806,0.0261,0.080551804,0.224386432,,,10.3846,10.3815,10.3159,10.245,
,EPAX,,5.400000095,95063216,0.866160472,,Consumer Discretionary,,,,-0.018181801,0.04782081,0,,,,,-0.0182,-0.018181801,0.0035,0.004478849,-0.014405559,,,5.419,5.3748,5.2467,5.157,
,MACK,,9.380000114,879084224,0.037245578,,Health Care,,,,0.235836617,-0.091556642,0,,,,,-0.1007,0.235836617,0.2885,0.340000016,0,,,8.746,8.1432,7.599,#N/A N/A,
,CVGW,,25,369684992,0.291834947,,Consumer Staples,,,,-0.068207228,0.039003477,0,,,,,0.0297,-0.068207228,-0.0227,-0.081894953,0.239324702,,,23.729,25.3974,25.9318,26.55,
,NYX,,24.64999962,6063900160,1.261234486,,,,,,-0.003694831,0.086413032,0,,,,,-0.0409,-0.003694831,-0.0251,-0.142106165,0.074055628,,,25.68,25.4648,25.208,26.5629,
,SBRA,,20.01000023,741394560,0.426797024,,REIT,,,,0.020918359,0.026753636,0,,,,,-0.0177,0.020918359,0.1905,0.276443338,1.189518884,,,19.805,19.1564,17.5502,16.1311,
,ARO,,13.52999973,1099539840,0.383902415,,Consumer Discretionary,,,,-0.013129125,0.05534497,0,,,,,0,-0.013129125,0,-0.385279437,0.22776762,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
,RGC,,14.06999969,2186961920,-0.247192233,,Consumer Discretionary,,,,0.032790285,0.051441225,0,,,,,0.0233,0.032790285,0.038,0.071043266,0.240424792,,,13.9055,13.7928,13.7843,13.4487,
,CQB,,7.639999866,351168032,2.23288261,,,,,,0.260726063,-0.146539535,0,,,,,-0.0268,0.260726063,0.528,-0.161361125,-0.131818216,,,6.874,6.083,5.6368,7.2344,
,DDE,,2.49000001,80921264,1.423012868,,Consumer Discretionary,,,,-0.015810262,0.103149649,0,,,,,-0.004,-0.015810262,-0.1687,0.018224865,0.155985758,,,2.525,2.6142,2.76,2.5974,
