Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV
,ACFC,,6.119999886,94915456,0.843613921,,Financials,,,,0.106690715,0.07872269,0,,,,,-0.0332,0.106690715,0.354,0.457142896,0.541561673,,,6.2323,5.8739,5.3651,4.7155,
,MANT,,28.89999962,1085401216,1.081993496,,Information Technology,,,,0.124513571,0.047633077,0,,,,,0.0441,0.124513571,-0.0228,0.003826876,0.058510917,,,27.4825,26.8714,28.1497,30.0031,
,SVBI,,5.190000057,52361280,1.492419589,,Financials,,,,0.113733954,0.065449126,0.066843286,,,,,0.0157,0.113733954,0.0527,0.104255376,0.081249969,,,5.0109,4.9039,4.8843,4.7538,
,FVE,,3.269999981,160380800,1.360356152,,Health Care,,,,0.05825245,-0.50307144,0,,,,,-0.0151,0.05825245,-0.2765,-0.23058824,-0.190594057,,,3.262,3.1818,3.8233,3.9626,
,FSP,,10.42000008,1043952768,0.894958129,,REIT,,,,-0.014627209,0.021990458,0,,,,,-0.0931,-0.014627209,-0.1,-0.088626718,-0.06436382,,,11.281,10.8548,11.2369,11.8365,
,MDAS,,23.68000031,1420851712,0.320461309,,Health Care,,,,0.180458671,-0.017592969,0,,,,,0.0296,0.180458671,0.0163,0.169960503,0.084249091,,,22.6855,21.5494,21.7078,20.7141,
,FSNN,,2.670000076,21978284,0.398917859,,Telecommunication Services,,,,0.42021281,-0.372373157,1.10109E-05,,,,,0.2304,0.42021281,-0.1387,-0.299212568,-0.222027932,,,2.2813,2.2554,2.3945,3.0838,
,EAC,,2.99000001,41361188,2.254795003,,Industrials,,,,-0.044728466,-1.713345371,0,,,,,-0.08,-0.044728466,-0.1601,-0.157746465,-0.798109391,,,3.194,3.2816,3.5398,4.3288,
,CUTR,,13.56999969,191841312,0.352327657,,Health Care,,,,0.037461756,-0.051052612,0,,,,,-0.0457,0.037461756,-0.1061,-0.003671086,0.262325553,,,13.884,14.208,14.635,14.1242,
,H,,50.40000153,7211683328,0.599582587,,Consumer Discretionary,,,,0.070063761,0.038409895,0,,,,,0.0141,0.070063761,-0.0973,-0.131782908,-0.158457137,,,50.5595,50.2068,53.2332,55.8637,
,CORT,,3.690000057,399880064,0.028823642,,Health Care,,,,-0.018617004,-0.041679997,0,,,,,-0.0538,-0.018617004,-0.2679,-0.360485257,0.066473993,,,3.7708,4.3093,4.9856,4.9236,
,CKEC,,25.61000061,629395008,0.459248943,,Consumer Discretionary,,,,0.274763585,-0.01597407,0,,,,,0.0453,0.274763585,0.0224,-0.151424773,-0.194147261,,,24.1955,22.9,24.5086,27.4189,
,VRNT,,47.58000183,2956599552,0.354991252,,Information Technology,,,,0.102665125,0.002968613,0,,,,,0.0151,0.102665125,-0.1828,-0.225459847,-0.159660849,,,45.4835,46.8462,53.4574,57.125,
,VSI,,28.69000053,846041728,0.664455397,,Consumer Discretionary,,,,-0.121017124,0.067073524,0,,,,,-0.0912,-0.121017124,-0.2195,-0.314947474,-0.39561829,,,32.285,33.3934,35.34,38.2684,
,BCBP,,10.01000023,108419672,0.813514728,,Financials,,,,0.01493044,0.062608564,0.092234184,,,,,-0.038,0.01493044,-0.122,-0.148240617,-0.175942165,,,10.2171,10.5817,11.2079,11.5532,
,MACK,,9.340000153,1040654656,-0.137737328,,Health Care,,,,0.097532303,-0.091142628,0,,,,,-0.0341,0.097532303,-0.0752,-0.158558574,0.006465563,,,9.5455,9.6997,10.3679,10.8993,
,CVGW,,51.40999985,893675200,0.222116492,,Consumer Staples,,,,0.151657718,0.023905777,0,,,,,0.0548,0.151657718,-0.0569,0.015004902,0.07387602,,,48.1663,49.2701,51.4474,49.6831,
,SBRA,,22.68000031,1477240448,0.724834602,,REIT,,,,-0.021570319,0.044310322,3.92624E-05,,,,,-0.0233,-0.021570319,-0.1577,-0.217722801,-0.144216557,,,23.2753,23.6333,25.0917,27.9595,
,RGC,,19.37999916,3032427008,-0.293824055,,Consumer Discretionary,,,,0.036918064,0.0476516,0,,,,,0.02,0.036918064,-0.048,-0.099195815,-0.044168216,,,19.2065,18.755,19.5098,20.789,
,AMRC,,6.480000019,301435936,0.946486327,,Industrials,,,,0.102040798,0.045608364,0,,,,,-0.0285,0.102040798,-0.0609,-0.035714253,-0.173469401,,,6.5275,6.1198,6.5417,6.7087,
,POM,,26.62999916,6753825792,0.616687546,,Utilities,,,,0.099504538,0.034350901,0.027095754,,,,,0.0091,0.099504538,0.01,0.047744178,0.017084776,,,26.3795,24.7182,25.7948,26.3121,
,FBMS,,16.09000015,86900624,0.972363559,,Financials,,,,-0.078992514,0.093664092,0.197041163,,,,,-0.0165,-0.078992514,-0.0669,0.00072569,0.080052067,,,16.7128,17.1141,16.9707,16.1685,
,CPSI,,38.00999832,429615168,0.18006813,,Health Care,,,,-0.09779261,0.050497614,0,,,,,-0.1437,-0.09779261,-0.1759,-0.254539692,-0.385006038,,,43.755,44.3444,48.1017,50.8211,
