Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,31.37999916,1155477504,0.892321158,,Information Technology,,,,-0.162976854,0.115738298,0,,,,,0.0238,-0.162976854,-0.236802114,-0.253001229,-0.200183074,,,32.5705,35.4214,39.7411,40.94,731279.52,0.151711
,FVE,,2.5,118893496,1.931383967,,Health Care,,,,-0.230769231,0.201659475,0,,,,,-0.0385,-0.230769231,-0.463692267,-0.692496929,-0.504950514,,,2.777,3.3786,4.9272,6.2293,104900,0.021763
,FSP,,11.31000042,921057024,1.005790078,,REIT,,,,-0.132668677,0.024196113,0,,,,,-0.0009,-0.132668677,-0.23935166,-0.172737001,-0.03715244,,,11.891,12.1382,12.5757,13.4559,798542.55,0.165665
,MDAS,,9.609999657,565703232,0.74099805,,Health Care,,,,-0.159230149,-0.105348523,0,,,,,-0.0447,-0.159230149,-0.240137469,-0.369422585,-0.543250987,,,10.2455,10.7062,12.3162,15.0345,82430.16,0.017101
,MITI,,4.800000191,441822720,0.354542636,,,,,,-0.002078951,-0.115055197,0,,,,,0.0256,-0.002078951,-0.160839097,-0.143621735,-0.285714235,,,4.6895,4.9002,5.398,5.9125,215278.56,0.044662
,EPAX,,5.730000019,101441624,0.825292387,,Consumer Discretionary,,,,-0.24605262,0.05051181,0,,,,,-0.0052,-0.24605262,-0.334879321,-0.468675092,-0.481177215,,,6.3465,7.0654,8.099,9.433,78094.17,0.016201
,SBRA,,9.539999962,351722624,0.499945093,,REIT,,,,-0.18356871,0,0,,,,,-0.072,-0.18356871,-0.343388934,-0.432296135,-0.335556821,,,10.8085,11.5343,14.0276,16.0729,254997.52,0.052902
,CQB,,8.340000153,378984608,2.321228877,,,,,,-0.191076643,0.194015795,0,,,,,-0.0325,-0.191076643,-0.138335156,-0.456323333,-0.370090612,,,9.0995,9.8226,11.5498,13.382,378761.1,0.078578
,NXST,,6.610000134,190359328,-0.765877846,,Consumer Discretionary,,,,0.083606596,0.01251843,0,,,,,0.0344,0.083606596,0.004975348,-0.237600914,0.283495148,,,6.3195,6.9362,7.2423,6.9565,57991.86,0.012031
,CYNO,,10.09000015,127763616,0.934804475,,Health Care,,,,-0.014648401,-0.034845601,0,,,,,-0.0088,-0.014648401,-0.264302986,-0.273578121,-0.011753172,,,10.1345,10.734,11.5528,12.0218,97529.94,0.020234
,IDIX,,4.989999771,479805440,0.018328262,,,,,,-0.141136003,-0.106776613,0,,,,,-0.1009,-0.141136003,-0.024858981,0.50301201,0.609677395,,,5.569,5.5655,5.362,4.7052,197752.7,0.041026
,FORM,,6.230000019,316793024,1.222545911,,Information Technology,,,,-0.210392887,-0.458785355,0,,,,,-0.0518,-0.210392887,-0.241225976,-0.394557819,-0.275581425,,,6.9515,7.8415,8.5188,8.999,315537.04,0.065461
,LF,,3.369999886,219233312,0.809708116,,Consumer Discretionary,,,,0.021212101,0.023390606,0,,,,,-0.0088,0.021212101,-0.09973592,-0.219907465,-0.385036519,,,3.353,3.3346,3.7839,4.1507,139649.43,0.028972
,SAFT,,37.83000183,574554496,1.125083905,,Financials,,,,-0.029999953,0.049795102,0,,,,,0.0211,-0.029999953,-0.237857082,-0.159926371,-0.058680574,,,37.2625,38.4318,40.6928,44.108,477301.11,0.099021
,RRGB,,24.09000015,365597056,0.848387576,,Consumer Discretionary,,,,-0.227884629,0.037245924,0,,,,,-0.0429,-0.227884629,-0.266415117,-0.104211203,0.22845484,,,26.92,30.3162,32.6104,28.2549,31259.18,0.006485
,NPO,,29.68000031,614939904,0.851302699,,Industrials,,,,-0.235445633,0.062770361,0,,,,,0.0041,-0.235445633,-0.42335049,-0.182819368,-0.051150906,,,32.7685,37.7604,41.9011,40.9209,349703.71,0.072549
,RJET,,2.809999943,135703328,4.240868964,,Industrials,,,,-0.121875031,-0.127491346,0,,,,,0,-0.121875031,-0.114107978,-0.562986,-0.660628015,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,136383.36,0.028294
,NCT,,4.070000172,414326016,0.111508808,,REIT,,,,-0.238280703,1.363882494,0.148634162,,,,,-0.0405,-0.238280703,-0.409537026,-0.290532252,0.382317839,,,2.0425,2.1523,2.2326,2.5352,20650.07,0.004284
,RUSHA,,14.15999985,510526656,0.961401302,,Industrials,,,,-0.230434775,0.072501601,0,,,,,-0.0497,-0.230434775,-0.24707412,-0.284848465,-0.076923096,,,16.416,17.1284,18.1283,18.9849,458769.84,0.095176
,PFS,,10.75,649942848,1.443903843,,Financials,,,,-0.144108309,0.080754793,0,,,,,-0.0174,-0.144108309,-0.152829147,-0.260352287,-0.100713895,,,11.5575,12.2306,13.1176,13.8524,649955.75,0.13484
,SAIA,,10.52000046,167554144,1.261538479,,Industrials,,,,-0.121136155,0.043394928,0,,,,,0.0365,-0.121136155,-0.332342333,-0.358145159,-0.295378416,,,7.3077,8.2048,9.4621,9.9288,167541.52,0.034758
,IPCC,,52.47999954,641494528,1.039877877,,Financials,,,,0.031707428,0.121941804,0,,,,,0.0559,0.031707428,-0.217160974,-0.111640263,0.089458793,,,50.004,49.2921,51.4292,55.7077,650752,0.135005
,NFP,,10.93999958,468188256,0.884481818,,,,,,-0.143974976,0.085147373,0,,,,,0.0064,-0.143974976,-0.203134998,-0.258305113,-0.136543053,,,11.6595,11.6246,11.9003,12.9133,482235.2,0.100044
