Cusip,Ticker,Cntry of Incorp,Today's Closing Price,Market Cap,VYSVX BM,DPB_Current,GICS_SECTOR_NAME,Type,me date,ff adjust,Total Return:M-1,VYSVX EP,VYSVX SP,VYSVX OCFP,EBITDA/EV,LCR1,LCR2,R1W,R1M,R3M,R6M,R1Y,MA5,MA10,MA20,MA50,MA100,MA200,RMV,
,MANT,,34.45999908,1273758720,0.85515172,,Information Technology,,,,0.03394438,0.104655613,0,,,,,0.0094,0.03394438,0.136236462,0.119343552,-0.162864494,,,34.052,34.7548,33.7226,35.5449,23304,803055.84
,FVE,,3.410000086,163336608,1.715438979,,Health Care,,,,-0.036723129,0.418418142,0,,,,,0.0396,-0.036723129,0.245489514,0.364000034,-0.576923088,,,3.3055,3.499,3.1135,3.4654,41960,143083.6
,FSP,,10.60000038,879136448,1.048036375,,REIT,,,,0.028128026,0.024325007,0,,,,,-0.0075,0.028128026,0.075622771,-0.030509252,-0.195689582,,,10.602,10.4558,10.4343,11.367,70605,748413
,MDAS,,13.15999985,760800640,0.718114527,,Health Care,,,,-0.078431366,-0.020365388,0,,,,,-0.0266,-0.078431366,0.443118634,0.369406901,-0.114401067,,,13.5275,12.8626,11.357,11.2587,8577,112880.43
,EPAX,,5.349999905,94108104,0.804840357,,Consumer Discretionary,,,,0.015180251,0.031410685,0,,,,,-0.0581,0.015180251,0.035238162,-0.042228842,-0.476777454,,,5.533,5.2486,4.8335,5.9872,13629,72915.15
,SBRA,,16.44000053,606770816,0.538214732,,REIT,,,,0.170059418,0.021164498,0,,,,,0.0224,0.170059418,0.37145012,0.812369153,0.020773827,,,16.1155,15.0816,13.2238,12.7578,26730,439429.69
,CQB,,8.789999962,402633856,1.987090763,,,,,,-0.083420248,0.139459211,0,,,,,-0.0034,-0.083420248,0.070560933,0.053956811,-0.431067957,,,9.26,9.3086,8.8565,9.5441,45415,399197.85
,NXST,,8.31000042,239317104,-0.766363945,,Consumer Discretionary,,,,0.007272778,-0.049687213,0,,,,,-0.0404,0.007272778,0.097337069,0.25718612,-0.035962816,,,8.506,8.458,8.3559,7.9496,8774,72906.56
,CYNO,,17.86000061,225666464,0.530105351,,Health Care,,,,0.003934777,-0.012864118,0,,,,,-0.0028,0.003934777,0.647818406,0.770069409,0.300801253,,,17.933,16.2508,14.0937,12.7367,9666,172634.76
,IDIX,,9.789999962,1053331520,0.048631413,,,,,,-0.168577471,-0.049347237,0,,,,,-0.022,-0.168577471,0.294700561,0.96192393,1.966666698,,,10.7578,11.8094,10.0398,7.7692,43574,426580.07
,FORM,,5.579999924,276626816,1.253139537,,Information Technology,,,,0.091976473,-0.238519898,0,,,,,-0.0141,0.091976473,0.14202632,-0.104333883,-0.459825754,,,5.4473,5.3293,5.3994,6.5687,50648,282615.84
,LF,,8.359999657,574870272,0.408744392,,Consumer Discretionary,,,,0.189189105,0.034619985,0,,,,,0.0359,0.189189105,0.61570382,1.480712149,0.93967512,,,7.6295,7.0276,6.2209,4.9201,41439,346430.04
,SAFT,,41.63999939,632828096,0.973795297,,Financials,,,,-0.024367406,0.021650429,0,,,,,-0.006,-0.024367406,0.117475208,0.1273725,-0.048176337,,,41.8765,43.0178,41.9927,40.9634,12617,525371.88
,RRGB,,37.18999863,542602112,0.543119862,,Consumer Discretionary,,,,0.080790433,0.037920973,0,,,,,0.0178,0.080790433,0.531154872,0.543794039,0.388722841,,,36.3485,34.3266,31.0757,30.6527,1297,48257.74
,NPO,,41.09999847,845821504,0.584165805,,Industrials,,,,0.087013938,0.050601693,0,,,,,0.0536,0.087013938,0.171739725,0.384770824,0.130362975,,,38.282,37.5102,35.6401,37.2616,11783,484259.52
,RJET,,4.940000057,239252096,3.401015137,,Industrials,,,,-0.069679829,-0.6344772,0,,,,,0,-0.069679829,-0.071058097,0.758007174,-0.213375813,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48192,238068.48
,NCT,,6.28000021,764156672,0.090194855,,REIT,,,,0.187478194,0.33181808,0.080589495,,,,,-0.0412,0.187478194,0.376911109,0.641405889,0.154963546,,,2.6764,2.4699,2.2147,2.1856,6731,42271.94
,RUSHA,,21.21999931,774362176,0.782445221,,Industrials,,,,-0.109151991,0.071301261,0,,,,,-0.0577,-0.109151991,-0.021685766,0.498587538,0.084312705,,,22.717,23.023,21.4521,19.5628,32399,687506.78
,BANC,,11.92000008,138712944,0.814516575,,Financials,,,,0.028001011,-0.019666514,0.230216439,,,,,0.0145,0.028001011,0.128392817,0.07430264,-0.231050748,,,11.706,12.1168,11.8014,12.3487,10127,120713.84
,PFS,,14.52999973,877479744,1.032216411,,Financials,,,,0.057496359,0.065350796,0,,,,,-0.0027,0.057496359,0.141981535,0.376249025,0.026260466,,,14.3465,14.2238,13.6538,13.2066,60461,878498.33
,SAIA,,17.01000023,272056256,0.915806884,,Industrials,,,,0.042918503,0.041803854,0,,,,,0.0018,0.042918503,0.089131355,0.616920104,0.034671513,,,11.1793,10.8833,9.6802,9.3394,15926,270901.26
,IPCC,,52.33000183,617410240,1.082225368,,Financials,,,,-0.041553672,0.068068194,0,,,,,-0.0149,-0.041553672,0.319410144,0.004503131,-0.099312737,,,53.135,56.2412,55.92,54.1649,12400,648892
,NFP,,15.14000034,610001152,0.659887305,,,,,,-0.007863688,0.060544148,0,,,,,0.0216,-0.007863688,0.039339702,0.383912333,0.034859892,,,15.061,15.4746,14.5276,13.1895,41374,626402.36
,MOH,,33.63000107,1541532032,0.511309533,,Health Care,,,,-0.009717256,0.013504747,0,,,,,0.0228,-0.009717256,0.054731666,1.178108937,0.257039628,,,33.044,32.7422,27.6459,23.9352,11141,374672.2
,WRC,,58.40000153,2359033088,0.3867326,,,,,,-0.005280149,0.055953009,0,,,,,0.0215,-0.005280149,0.047125608,0.267086165,0.006202629,,,57.7525,58.0196,54.2258,52.1848,6395,373526.28
,VIAS,,18.97999954,387002176,0.747817521,,,,,,0.024837963,0.07825279,0,,,,,-0.0292,0.024837963,0.183365951,0.079022136,-0.314801479,,,19.0986,18.5293,17.786,18.8602,2607,49473.55
,NPTN,,4.730000019,117650232,1.476019189,,Information Technology,,,,-0.11257034,-0.129842498,0,,,,,-0.0084,-0.11257034,-0.337485004,-0.312500009,-0.538536584,,,4.8575,5.3082,4.9845,5.7535,4388,20750.85
,SMA,,7.070000172,251517360,1.257114054,,,,,,-0.023480608,0.011498212,0,,,,,-0.0181,-0.023480608,0.043145635,-0.084196844,-0.268115913,,,6.892,7.3188,7.5815,8.0512,27244,192610.68
,IBI,,21.61000061,682863040,0.818645847,,,,,,0.051070096,0.055170653,0,,,,,-0.0087,0.051070096,0.03527612,0.679098742,0.059833313,,,21.6635,19.6882,17.5465,16.4194,30389,656689.59
,AHT,,9.010000229,612971072,1.587521899,,REIT,,,,0.080299638,-0.069814061,0.000246341,,,,,-0.0362,0.080299638,0.103440782,0.315036729,-0.132527555,,,5.3215,5.3354,5.0226,5.2294,52190,470231.9
,CVCO,,46.58000183,320973472,0.518394891,,Consumer Discretionary,,,,0.033045058,0.078959796,0,,,,,0.0037,0.033045058,0.085147231,0.352497204,0.039500121,,,46.5175,47.5504,44.6141,41.4481,6818,317582.44
,GOOD,,17.20999908,188370336,0.718319046,,REIT,,,,-0.030147523,0.008435511,1.06174E-05,,,,,-0.0359,-0.030147523,0.376654997,0.145765536,0.030615908,,,17.543,17.9186,17.5304,17.0664,6425,110569.35
,MSPD,,6.369999886,222264576,0.299557407,,,,,,-0.021505428,-0.036227095,0,,,,,0.0358,-0.021505428,0.254565167,0.225000023,-0.256709439,,,6.2585,6.2848,5.6675,5.9173,15304,97486.58
,PRSC,,15.51000023,201735456,0.54721238,,Health Care,,,,0.030564786,0.070533561,0,,,,,0.0006,0.030564786,0.293093877,0.456338102,0.038152655,,,15.492,15.2506,14.153,12.7159,10370,160832.5
,NNI,,25.90999985,1221247232,0.887431278,,Financials,,,,-0.019303567,0.167316654,0,,,,,-0.0237,-0.019303567,0.069892898,0.391509251,0.229316207,,,26.353,25.8574,24.5955,22.2991,25789,668192.99
,QLTY,,13.77999973,371129856,-0.286112794,,Industrials,,,,0.059185203,0.063134236,0,,,,,0.0345,0.059185203,0.295615666,0.536231809,0.180805454,,,13.419,12.9206,11.7621,11.5651,10455,144069.11
,MRLN,,15.06000042,191478864,0.963166316,,Financials,,,,-0.037077288,0.03224899,0,,,,,-0.0214,-0.037077288,0.088620213,0.433144629,0.271241327,,,14.962,14.7388,13.789,12.6458,8655,130344.3
,FMD,,1.220000029,123887096,1.847981004,,Financials,,,,0,7.935887302,8.07187E-06,,,,,-0.0543,0,0.049859269,0.196078482,-0.447963798,,,12.56,13.114,12.2444,12.7106,55142,67273.24
,CNO,,7.78000021,1877348992,1.777293448,,Financials,,,,0.048517538,0.203744749,0,,,,,-0.0139,0.048517538,0.433490291,0.438077713,0.048517538,,,7.7685,7.4404,6.819,6.6255,221757,1725269.46
